date,campaign_name,campaign_id,adset_name,ad_name,impressions,clicks,reach,spend,ctr,cpc,conversions,conversion_value,currency
2024-01-21,VideoReklam_Farkindalik,23456789004,Video_Izleyiciler,Collection_Format,52935,2344,44784,4330.93,0.0443,1.8477,215,50892.17,TRY
2024-01-21,Sezon_Kampanyasi_Yaz,23456789005,Sepet_Terk,Video_15sn,29171,1052,25278,1984.58,0.0361,1.8865,29,16351.57,TRY
2024-01-22,RetargetingKampanya_Q1,23456789001,Retargeting_30gun,Video_15sn,63321,2174,54396,8650.28,0.0343,3.979,218,139803.07,TRY
2024-01-22,GenisKitle_Marka_2024,23456789002,Retargeting_30gun,Video_15sn,24187,1051,19080,3404.6,0.0435,3.2394,119,94228.83,TRY
2024-01-22,DynamicProduct_Katalog,23456789003,Benzer_Kitle_1pct,Banner_V2,31863,628,24379,895.03,0.0197,1.4252,67,65386.89,TRY
2024-01-22,VideoReklam_Farkindalik,23456789004,Sadakat_Kitlesi,Collection_Format,59225,3122,47371,12790.92,0.0527,4.097,178,112982.06,TRY
2024-01-23,RetargetingKampanya_Q1,23456789001,Sepet_Terk,Carousel_Urunler,79588,3239,55662,9191.12,0.0407,2.8376,101,27652.49,TRY
2024-01-23,GenisKitle_Marka_2024,23456789002,Benzer_Kitle_1pct,Collection_Format,36452,1697,27974,5539.71,0.0466,3.2644,60,20163.07,TRY
2024-01-23,DynamicProduct_Katalog,23456789003,Genis_Kitle_18-35,Story_Format,55479,1948,39854,4587.28,0.0351,2.3549,125,19586.87,TRY
2024-01-24,RetargetingKampanya_Q1,23456789001,Sadakat_Kitlesi,Banner_V1,52444,1261,37716,3107.85,0.024,2.4646,63,56316.01,TRY
2024-01-24,GenisKitle_Marka_2024,23456789002,Sepet_Terk,Story_Format,74631,2040,63507,7470.87,0.0273,3.6622,186,46236.04,TRY
2024-01-24,DynamicProduct_Katalog,23456789003,Retargeting_30gun,Video_15sn,75758,3659,59786,5570.46,0.0483,1.5224,215,159344.06,TRY
2024-01-24,VideoReklam_Farkindalik,23456789004,Sadakat_Kitlesi,Banner_V2,29268,913,19922,2335.36,0.0312,2.5579,53,13008.58,TRY
2024-01-25,RetargetingKampanya_Q1,23456789001,Sadakat_Kitlesi,Story_Format,75290,3847,54217,9911.27,0.0511,2.5764,344,315944.39,TRY
2024-01-25,GenisKitle_Marka_2024,23456789002,Video_Izleyiciler,Collection_Format,41202,1537,26903,4138.81,0.0373,2.6928,60,15346.35,TRY
2024-01-25,DynamicProduct_Katalog,23456789003,Sepet_Terk,Story_Format,71591,3539,47597,13728.05,0.0494,3.8791,327,173407.15,TRY
2024-01-25,VideoReklam_Farkindalik,23456789004,Retargeting_30gun,Banner_V2,55673,2685,43041,7791.79,0.0482,2.902,176,145094.79,TRY
2024-01-25,Sezon_Kampanyasi_Yaz,23456789005,Genis_Kitle_18-35,Collection_Format,12375,611,8461,2727.71,0.0494,4.4643,43,42474.99,TRY
2024-01-26,RetargetingKampanya_Q1,23456789001,Genis_Kitle_18-35,Video_15sn,22362,717,15162,2445.09,0.0321,3.4102,65,15074.1,TRY
2024-01-26,GenisKitle_Marka_2024,23456789002,Video_Izleyiciler,Carousel_Urunler,63970,2591,47287,5921.54,0.0405,2.2854,235,72180.42,TRY
2024-01-26,DynamicProduct_Katalog,23456789003,Sadakat_Kitlesi,Collection_Format,50211,944,35849,1193.06,0.0188,1.2638,88,57053.94,TRY
2024-01-27,RetargetingKampanya_Q1,23456789001,Sadakat_Kitlesi,Banner_V2,54924,1457,40947,4565.25,0.0265,3.1333,72,64446.55,TRY
2024-01-27,GenisKitle_Marka_2024,23456789002,Genis_Kitle_18-35,Collection_Format,66458,3051,51879,7941.77,0.0459,2.603,190,104444.2,TRY
2024-01-27,DynamicProduct_Katalog,23456789003,Sadakat_Kitlesi,Banner_V1,36345,763,31811,2493.16,0.021,3.2676,82,55123.14,TRY
2024-01-28,RetargetingKampanya_Q1,23456789001,Sadakat_Kitlesi,Banner_V2,79881,2163,58585,4172.82,0.0271,1.9292,110,49077.72,TRY
2024-01-28,GenisKitle_Marka_2024,23456789002,Benzer_Kitle_1pct,Banner_V1,21067,1033,16379,4557.44,0.049,4.4118,68,22532.95,TRY
2024-01-28,DynamicProduct_Katalog,23456789003,Sepet_Terk,Story_Format,59492,1372,40941,3992.27,0.0231,2.9098,71,14461.29,TRY
2024-01-28,VideoReklam_Farkindalik,23456789004,Retargeting_30gun,Collection_Format,13023,240,9164,586.64,0.0184,2.4443,16,16489.25,TRY
2024-01-29,RetargetingKampanya_Q1,23456789001,Video_Izleyiciler,Banner_V2,19894,536,15489,1768.39,0.0269,3.2992,47,38381.98,TRY
2024-01-29,GenisKitle_Marka_2024,23456789002,Video_Izleyiciler,Banner_V1,39125,957,30421,2127.56,0.0245,2.2232,110,28696.56,TRY
2024-01-29,DynamicProduct_Katalog,23456789003,Sadakat_Kitlesi,Video_15sn,71612,1998,47208,5751.84,0.0279,2.8788,133,42999.38,TRY
2024-01-29,VideoReklam_Farkindalik,23456789004,Sadakat_Kitlesi,Banner_V2,35364,924,24248,1289.93,0.0261,1.396,48,26037.38,TRY
2024-01-29,Sezon_Kampanyasi_Yaz,23456789005,Sadakat_Kitlesi,Story_Format,17756,839,14427,2257.97,0.0472,2.6913,75,25827.89,TRY
2024-01-30,RetargetingKampanya_Q1,23456789001,Sadakat_Kitlesi,Story_Format,63492,2135,55464,5208.85,0.0336,2.4397,131,112676.99,TRY
2024-01-30,GenisKitle_Marka_2024,23456789002,Sadakat_Kitlesi,Video_15sn,32003,585,26296,2332.68,0.0183,3.9875,21,4100.4,TRY
2024-01-30,DynamicProduct_Katalog,23456789003,Sadakat_Kitlesi,Story_Format,28504,842,20959,2422.32,0.0295,2.8769,55,14112.32,TRY
2024-01-30,VideoReklam_Farkindalik,23456789004,Sadakat_Kitlesi,Story_Format,78423,3200,55891,9296.59,0.0408,2.9052,216,208207.38,TRY
2024-01-30,Sezon_Kampanyasi_Yaz,23456789005,Video_Izleyiciler,Carousel_Urunler,61423,1655,49556,6314.69,0.0269,3.8155,178,114418.35,TRY
2024-01-31,RetargetingKampanya_Q1,23456789001,Benzer_Kitle_1pct,Banner_V2,64770,1966,52599,8382.66,0.0304,4.2638,134,62297.66,TRY
2024-01-31,GenisKitle_Marka_2024,23456789002,Benzer_Kitle_1pct,Carousel_Urunler,64581,2990,45753,4600.07,0.0463,1.5385,166,28789.41,TRY
2024-01-31,DynamicProduct_Katalog,23456789003,Benzer_Kitle_1pct,Collection_Format,70284,3666,54080,16177.5,0.0522,4.4128,245,226761.41,TRY
2024-01-31,VideoReklam_Farkindalik,23456789004,Benzer_Kitle_1pct,Banner_V2,41143,1245,27432,1622.15,0.0303,1.3029,48,43709.66,TRY
2024-02-01,RetargetingKampanya_Q1,23456789001,Benzer_Kitle_1pct,Story_Format,39661,1741,31927,3737.3,0.0439,2.1466,166,68867.24,TRY
2024-02-01,GenisKitle_Marka_2024,23456789002,Benzer_Kitle_1pct,Banner_V2,54111,2054,38941,5312.8,0.038,2.5866,232,146261.98,TRY
2024-02-01,DynamicProduct_Katalog,23456789003,Benzer_Kitle_1pct,Carousel_Urunler,55753,2305,43146,9926.1,0.0413,4.3063,163,170171.87,TRY
2024-02-01,VideoReklam_Farkindalik,23456789004,Sepet_Terk,Video_15sn,16600,862,13998,1367.08,0.0519,1.5859,54,56587.27,TRY
2024-02-02,RetargetingKampanya_Q1,23456789001,Video_Izleyiciler,Banner_V2,34364,660,27191,1992.18,0.0192,3.0185,36,32254.23,TRY
2024-02-02,GenisKitle_Marka_2024,23456789002,Genis_Kitle_18-35,Carousel_Urunler,37188,1906,29343,8317.61,0.0513,4.3639,217,133282.72,TRY
2024-02-02,DynamicProduct_Katalog,23456789003,Sepet_Terk,Banner_V2,14938,482,9736,1653.57,0.0323,3.4306,57,60009.52,TRY
2024-02-02,VideoReklam_Farkindalik,23456789004,Sepet_Terk,Banner_V2,38199,1248,28816,5348.78,0.0327,4.2859,69,68492.42,TRY
2024-02-02,Sezon_Kampanyasi_Yaz,23456789005,Sepet_Terk,Collection_Format,52633,2471,42541,10546.28,0.0469,4.268,156,117276.5,TRY
2024-02-03,RetargetingKampanya_Q1,23456789001,Genis_Kitle_18-35,Banner_V2,21092,1103,14348,3752.91,0.0523,3.4025,109,76316.35,TRY
2024-02-03,GenisKitle_Marka_2024,23456789002,Video_Izleyiciler,Collection_Format,45456,1501,37785,4916.03,0.033,3.2752,138,72073.03,TRY
2024-02-03,DynamicProduct_Katalog,23456789003,Benzer_Kitle_1pct,Video_15sn,49469,1758,39225,7033.97,0.0355,4.0011,60,57728.39,TRY
2024-02-03,VideoReklam_Farkindalik,23456789004,Sepet_Terk,Story_Format,13060,616,11380,820.02,0.0472,1.3312,53,54332.05,TRY
2024-02-03,Sezon_Kampanyasi_Yaz,23456789005,Benzer_Kitle_1pct,Video_15sn,45858,2411,36574,9108.46,0.0526,3.7779,99,41689.59,TRY
2024-02-04,RetargetingKampanya_Q1,23456789001,Sadakat_Kitlesi,Banner_V1,14847,533,10514,752.58,0.0359,1.412,33,6043.48,TRY
2024-02-04,GenisKitle_Marka_2024,23456789002,Sadakat_Kitlesi,Banner_V1,39138,1788,32989,2272.13,0.0457,1.2708,96,76135.7,TRY
2024-02-04,DynamicProduct_Katalog,23456789003,Genis_Kitle_18-35,Banner_V1,18418,474,12323,2115.39,0.0257,4.4628,18,3370.83,TRY
2024-02-05,RetargetingKampanya_Q1,23456789001,Video_Izleyiciler,Collection_Format,89704,3719,64245,9957.92,0.0415,2.6776,130,23461.86,TRY
2024-02-05,GenisKitle_Marka_2024,23456789002,Video_Izleyiciler,Story_Format,89427,2939,60421,8244.68,0.0329,2.8053,288,240740.21,TRY
2024-02-05,DynamicProduct_Katalog,23456789003,Benzer_Kitle_1pct,Carousel_Urunler,70216,1879,50803,4737.39,0.0268,2.5212,219,169259.75,TRY
2024-02-05,VideoReklam_Farkindalik,23456789004,Retargeting_30gun,Carousel_Urunler,19198,1024,16039,3807.77,0.0533,3.7185,36,12108.02,TRY
2024-02-06,RetargetingKampanya_Q1,23456789001,Genis_Kitle_18-35,Video_15sn,70149,1808,45978,6988.01,0.0258,3.865,135,74778.86,TRY
2024-02-06,GenisKitle_Marka_2024,23456789002,Sepet_Terk,Banner_V2,15904,755,11775,2145.12,0.0475,2.8412,24,25314.96,TRY
2024-02-06,DynamicProduct_Katalog,23456789003,Sadakat_Kitlesi,Video_15sn,61650,1430,44776,3659.02,0.0232,2.5588,39,28655.61,TRY
2024-02-06,VideoReklam_Farkindalik,23456789004,Genis_Kitle_18-35,Collection_Format,35662,709,31044,2159.52,0.0199,3.0459,62,58166.77,TRY
2024-02-06,Sezon_Kampanyasi_Yaz,23456789005,Benzer_Kitle_1pct,Collection_Format,23932,1076,18429,3469,0.045,3.224,69,11394.07,TRY
2024-02-07,RetargetingKampanya_Q1,23456789001,Genis_Kitle_18-35,Banner_V1,66900,2639,49347,9973.13,0.0394,3.7791,311,220362.35,TRY
2024-02-07,GenisKitle_Marka_2024,23456789002,Benzer_Kitle_1pct,Story_Format,28374,1498,23770,3799.88,0.0528,2.5366,120,128091.22,TRY
2024-02-07,DynamicProduct_Katalog,23456789003,Sadakat_Kitlesi,Video_15sn,65082,3477,48522,13608.96,0.0534,3.914,257,225528.5,TRY
2024-02-08,RetargetingKampanya_Q1,23456789001,Benzer_Kitle_1pct,Banner_V2,20965,912,17600,3558.82,0.0435,3.9022,60,23890.78,TRY
2024-02-08,GenisKitle_Marka_2024,23456789002,Video_Izleyiciler,Video_15sn,48962,2024,41580,7519.14,0.0413,3.715,209,67160.67,TRY
2024-02-08,DynamicProduct_Katalog,23456789003,Retargeting_30gun,Banner_V1,60162,1986,45216,5075.19,0.033,2.5555,227,88140.21,TRY
2024-02-08,VideoReklam_Farkindalik,23456789004,Retargeting_30gun,Banner_V2,81294,2814,54667,5231.37,0.0346,1.8591,94,102878.78,TRY
2024-02-09,RetargetingKampanya_Q1,23456789001,Sepet_Terk,Collection_Format,11451,314,9670,563.83,0.0274,1.7956,17,14887.01,TRY
2024-02-09,GenisKitle_Marka_2024,23456789002,Sepet_Terk,Collection_Format,45731,876,37738,1809.36,0.0192,2.0655,54,41715.65,TRY
2024-02-09,DynamicProduct_Katalog,23456789003,Video_Izleyiciler,Video_15sn,53053,2116,37041,7692.56,0.0399,3.6354,253,84156.93,TRY
2024-02-10,RetargetingKampanya_Q1,23456789001,Genis_Kitle_18-35,Story_Format,27233,1353,18124,5851.43,0.0497,4.3248,154,131239.9,TRY
2024-02-10,GenisKitle_Marka_2024,23456789002,Genis_Kitle_18-35,Collection_Format,52707,1652,40136,4942.61,0.0313,2.9919,47,13127.97,TRY
2024-02-10,DynamicProduct_Katalog,23456789003,Retargeting_30gun,Banner_V2,42339,1845,34492,6000.13,0.0436,3.2521,156,30916.28,TRY
2024-02-11,RetargetingKampanya_Q1,23456789001,Sepet_Terk,Banner_V1,25683,928,20973,4094.78,0.0361,4.4125,105,39162.32,TRY
2024-02-11,GenisKitle_Marka_2024,23456789002,Genis_Kitle_18-35,Banner_V1,70981,3024,59323,6455.56,0.0426,2.1348,220,219394.96,TRY
2024-02-11,DynamicProduct_Katalog,23456789003,Sadakat_Kitlesi,Story_Format,82677,2598,57693,8584.8,0.0314,3.3044,175,151955.34,TRY
2024-02-12,RetargetingKampanya_Q1,23456789001,Benzer_Kitle_1pct,Banner_V2,21201,541,15656,1666.24,0.0255,3.0799,60,49200,TRY
2024-02-12,GenisKitle_Marka_2024,23456789002,Sadakat_Kitlesi,Banner_V2,16207,656,13394,1929.66,0.0405,2.9416,21,4143.65,TRY
2024-02-12,DynamicProduct_Katalog,23456789003,Genis_Kitle_18-35,Collection_Format,41532,1419,32204,3093.52,0.0342,2.1801,99,47908.2,TRY
2024-02-13,RetargetingKampanya_Q1,23456789001,Retargeting_30gun,Banner_V1,38046,712,33406,961.32,0.0187,1.3502,75,16213.18,TRY
2024-02-13,GenisKitle_Marka_2024,23456789002,Sepet_Terk,Banner_V2,66839,2588,54433,10305.32,0.0387,3.982,229,247748.16,TRY
2024-02-13,DynamicProduct_Katalog,23456789003,Benzer_Kitle_1pct,Video_15sn,48201,2601,37324,4145.99,0.054,1.594,142,136443.3,TRY
2024-02-13,VideoReklam_Farkindalik,23456789004,Genis_Kitle_18-35,Video_15sn,42831,1804,27867,2929.14,0.0421,1.6237,101,43871.61,TRY
2024-02-14,RetargetingKampanya_Q1,23456789001,Benzer_Kitle_1pct,Banner_V2,17814,728,15197,2134.38,0.0409,2.9318,84,43878.35,TRY
2024-02-14,GenisKitle_Marka_2024,23456789002,Sepet_Terk,Story_Format,47501,1674,39440,7135.81,0.0352,4.2627,126,110437.47,TRY
2024-02-14,DynamicProduct_Katalog,23456789003,Retargeting_30gun,Video_15sn,39046,1660,32821,6041.17,0.0425,3.6393,174,92013.33,TRY
2024-02-14,VideoReklam_Farkindalik,23456789004,Benzer_Kitle_1pct,Video_15sn,19157,566,13023,1448.73,0.0295,2.5596,17,13960.91,TRY
2024-02-15,RetargetingKampanya_Q1,23456789001,Retargeting_30gun,Banner_V1,70603,2276,57462,7622.53,0.0322,3.3491,214,221495.22,TRY
2024-02-15,GenisKitle_Marka_2024,23456789002,Genis_Kitle_18-35,Story_Format,47948,925,36277,1801.45,0.0193,1.9475,105,92531.65,TRY
2024-02-15,DynamicProduct_Katalog,23456789003,Benzer_Kitle_1pct,Story_Format,71444,3650,59825,7790.18,0.0511,2.1343,247,149056.91,TRY
