date,campaign_name,campaign_id,ad_group,impressions,clicks,cost,ctr,avg_cpc,conversions,conversion_value,currency
2024-01-06,YouTube_TrueView,987654325,Remarketing_Listesi,55957,6168,14163.01,0.1102,2.2962,833,715561.1,TRY
2024-01-06,PMAX_Performans,987654326,Genel_Kategoriler,25434,1225,6640.93,0.0482,5.4212,116,111861.24,TRY
2024-01-07,Search_Marka_2024,987654321,Marka_Kelimeleri,58407,4319,14292.89,0.0739,3.3093,273,66557.9,TRY
2024-01-07,Search_Genel_Kategori,987654322,Rakip_Kelimeleri,16404,811,4267.73,0.0494,5.2623,36,42094.18,TRY
2024-01-07,Shopping_Urun_Feed,987654323,Urun_Kategorisi,49324,3280,5928.95,0.0665,1.8076,424,267065.66,TRY
2024-01-07,Display_Remarketing,987654324,Genel_Kategoriler,59570,6435,11247.52,0.108,1.7479,646,329632.23,TRY
2024-01-07,YouTube_TrueView,987654325,Marka_Kelimeleri,46963,2263,4974.67,0.0482,2.1983,144,37937.68,TRY
2024-01-07,PMAX_Performans,987654326,Genel_Kategoriler,35389,3601,15112.57,0.1018,4.1968,294,244604.2,TRY
2024-01-08,Search_Marka_2024,987654321,Genel_Kategoriler,10859,899,2799.47,0.0828,3.114,51,14678.87,TRY
2024-01-08,Search_Genel_Kategori,987654322,Marka_Kelimeleri,45549,4959,11655.25,0.1089,2.3503,540,522672.22,TRY
2024-01-08,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,16035,1669,6251.5,0.1041,3.7457,167,83235.88,TRY
2024-01-08,Display_Remarketing,987654324,Urun_Kategorisi,53123,4496,21637,0.0846,4.8125,531,165616,TRY
2024-01-08,YouTube_TrueView,987654325,Genel_Kategoriler,54858,5004,11207.36,0.0912,2.2397,359,178592.69,TRY
2024-01-09,Search_Marka_2024,987654321,Rakip_Kelimeleri,57788,4413,9736.16,0.0764,2.2062,401,434899.75,TRY
2024-01-09,Search_Genel_Kategori,987654322,Uzun_Kuyruk,22672,1804,5328.64,0.0796,2.9538,119,122933.73,TRY
2024-01-09,Shopping_Urun_Feed,987654323,Remarketing_Listesi,52914,6044,12881.76,0.1142,2.1313,685,191401.32,TRY
2024-01-09,Display_Remarketing,987654324,Urun_Kategorisi,30228,2812,5701.77,0.093,2.0277,311,134352.08,TRY
2024-01-09,YouTube_TrueView,987654325,Remarketing_Listesi,29095,3020,11988.98,0.1038,3.9699,353,231883.76,TRY
2024-01-09,PMAX_Performans,987654326,Urun_Kategorisi,39118,2067,10294.51,0.0528,4.9804,269,206913.13,TRY
2024-01-10,Search_Marka_2024,987654321,Rakip_Kelimeleri,54279,4509,16629.68,0.0831,3.6881,156,173156.07,TRY
2024-01-10,Search_Genel_Kategori,987654322,Remarketing_Listesi,43623,4017,10939.93,0.0921,2.7234,197,155945.63,TRY
2024-01-10,Shopping_Urun_Feed,987654323,Genel_Kategoriler,13392,1560,5389.03,0.1165,3.4545,184,98689.4,TRY
2024-01-10,Display_Remarketing,987654324,Remarketing_Listesi,43268,4912,15730.61,0.1135,3.2025,469,133910.43,TRY
2024-01-10,YouTube_TrueView,987654325,Uzun_Kuyruk,29839,1509,4945.35,0.0506,3.2772,67,15033.62,TRY
2024-01-11,Search_Marka_2024,987654321,Remarketing_Listesi,41380,2703,11427.83,0.0653,4.2278,277,238211.93,TRY
2024-01-11,Search_Genel_Kategori,987654322,Urun_Kategorisi,12410,1147,2738.43,0.0924,2.3875,37,39008.7,TRY
2024-01-11,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,22537,958,2082.57,0.0425,2.1739,52,48366.82,TRY
2024-01-12,Search_Marka_2024,987654321,Remarketing_Listesi,17880,1777,3497.1,0.0994,1.968,232,80940.63,TRY
2024-01-12,Search_Genel_Kategori,987654322,Genel_Kategoriler,10005,759,2368.18,0.0759,3.1201,46,29658.8,TRY
2024-01-12,Shopping_Urun_Feed,987654323,Remarketing_Listesi,24666,1994,3762.82,0.0808,1.8871,259,169493.99,TRY
2024-01-12,Display_Remarketing,987654324,Urun_Kategorisi,40635,2779,6663.84,0.0684,2.3979,179,193841.05,TRY
2024-01-12,YouTube_TrueView,987654325,Rakip_Kelimeleri,40137,4627,14745.27,0.1153,3.1868,495,518853.96,TRY
2024-01-13,Search_Marka_2024,987654321,Uzun_Kuyruk,33408,1635,7156.64,0.0489,4.3771,108,50622.13,TRY
2024-01-13,Search_Genel_Kategori,987654322,Genel_Kategoriler,39043,4399,17665.71,0.1127,4.0158,316,257394.4,TRY
2024-01-13,Shopping_Urun_Feed,987654323,Genel_Kategoriler,6817,615,2094.19,0.0902,3.4052,60,36518.9,TRY
2024-01-13,Display_Remarketing,987654324,Marka_Kelimeleri,33866,2473,10748.69,0.073,4.3464,227,117033.55,TRY
2024-01-13,YouTube_TrueView,987654325,Remarketing_Listesi,17925,825,4053.33,0.046,4.9131,43,29986.26,TRY
2024-01-13,PMAX_Performans,987654326,Remarketing_Listesi,40950,3395,13824.32,0.0829,4.072,287,161178.41,TRY
2024-01-14,Search_Marka_2024,987654321,Urun_Kategorisi,20413,2412,11431.8,0.1182,4.7396,298,103760.06,TRY
2024-01-14,Search_Genel_Kategori,987654322,Genel_Kategoriler,23742,1152,5919.09,0.0485,5.1381,45,53007.66,TRY
2024-01-14,Shopping_Urun_Feed,987654323,Urun_Kategorisi,9045,730,2390.28,0.0807,3.2744,101,44410.91,TRY
2024-01-14,Display_Remarketing,987654324,Urun_Kategorisi,55225,5561,23970.67,0.1007,4.3105,201,146076.2,TRY
2024-01-14,YouTube_TrueView,987654325,Urun_Kategorisi,18747,1659,5327.02,0.0885,3.211,155,165801.42,TRY
2024-01-15,Search_Marka_2024,987654321,Remarketing_Listesi,48024,4669,7186.22,0.0972,1.5391,472,421352.9,TRY
2024-01-15,Search_Genel_Kategori,987654322,Rakip_Kelimeleri,36200,2587,4178.8,0.0715,1.6153,280,256624.72,TRY
2024-01-15,Shopping_Urun_Feed,987654323,Urun_Kategorisi,8869,486,984.61,0.0548,2.0259,62,54180.49,TRY
2024-01-15,Display_Remarketing,987654324,Genel_Kategoriler,9373,718,2975,0.0766,4.1435,37,40165.21,TRY
2024-01-15,YouTube_TrueView,987654325,Urun_Kategorisi,42423,2157,3357.38,0.0508,1.5565,124,91431.68,TRY
2024-01-15,PMAX_Performans,987654326,Uzun_Kuyruk,11898,893,4097.77,0.0751,4.5888,113,130401.91,TRY
2024-01-16,Search_Marka_2024,987654321,Remarketing_Listesi,14661,959,4700.68,0.0654,4.9016,93,56241.27,TRY
2024-01-16,Search_Genel_Kategori,987654322,Genel_Kategoriler,24943,2159,4175.02,0.0866,1.9338,214,196122.64,TRY
2024-01-16,Shopping_Urun_Feed,987654323,Remarketing_Listesi,6071,540,1749.06,0.0889,3.239,70,13405.57,TRY
2024-01-17,Search_Marka_2024,987654321,Rakip_Kelimeleri,55661,2909,6476.88,0.0523,2.2265,272,256207.64,TRY
2024-01-17,Search_Genel_Kategori,987654322,Uzun_Kuyruk,33321,3966,10964.67,0.119,2.7647,231,42924.05,TRY
2024-01-17,Shopping_Urun_Feed,987654323,Urun_Kategorisi,41013,2165,5595.19,0.0528,2.5844,208,150587.83,TRY
2024-01-17,Display_Remarketing,987654324,Urun_Kategorisi,15233,688,1288.62,0.0452,1.873,66,58418.81,TRY
2024-01-18,Search_Marka_2024,987654321,Remarketing_Listesi,11927,1123,3305.5,0.0942,2.9435,108,94589.66,TRY
2024-01-18,Search_Genel_Kategori,987654322,Remarketing_Listesi,46278,5000,22001.32,0.108,4.4003,337,206111.49,TRY
2024-01-18,Shopping_Urun_Feed,987654323,Remarketing_Listesi,9658,536,2452.81,0.0555,4.5761,52,21290.33,TRY
2024-01-18,Display_Remarketing,987654324,Urun_Kategorisi,11919,1147,3460.51,0.0962,3.017,108,120772.2,TRY
2024-01-19,Search_Marka_2024,987654321,Genel_Kategoriler,42546,4436,9760.57,0.1043,2.2003,152,72129.18,TRY
2024-01-19,Search_Genel_Kategori,987654322,Remarketing_Listesi,29119,1480,7905.21,0.0508,5.3414,77,54588.42,TRY
2024-01-19,Shopping_Urun_Feed,987654323,Urun_Kategorisi,47952,3418,17074.22,0.0713,4.9954,180,81111.38,TRY
2024-01-19,Display_Remarketing,987654324,Rakip_Kelimeleri,25636,1806,5620.68,0.0704,3.1122,228,144131.41,TRY
2024-01-19,YouTube_TrueView,987654325,Uzun_Kuyruk,37943,4418,8974.58,0.1164,2.0314,202,174531.83,TRY
2024-01-20,Search_Marka_2024,987654321,Genel_Kategoriler,40374,2215,9622.33,0.0549,4.3442,193,94343.43,TRY
2024-01-20,Search_Genel_Kategori,987654322,Rakip_Kelimeleri,20693,1983,4512.11,0.0958,2.2754,90,16218.08,TRY
2024-01-20,Shopping_Urun_Feed,987654323,Genel_Kategoriler,20532,1477,3827.58,0.0719,2.5915,92,103134.68,TRY
2024-01-21,Search_Marka_2024,987654321,Genel_Kategoriler,59075,2795,6247.69,0.0473,2.2353,130,63228.24,TRY
2024-01-21,Search_Genel_Kategori,987654322,Remarketing_Listesi,46245,3263,12630.46,0.0706,3.8708,261,237979.68,TRY
2024-01-21,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,54427,2593,10558.34,0.0476,4.0719,165,167287.96,TRY
2024-01-22,Search_Marka_2024,987654321,Genel_Kategoriler,15987,1490,2420.44,0.0932,1.6245,102,117712.66,TRY
2024-01-22,Search_Genel_Kategori,987654322,Urun_Kategorisi,55837,3360,17139.13,0.0602,5.1009,226,218058.01,TRY
2024-01-22,Shopping_Urun_Feed,987654323,Urun_Kategorisi,47207,2920,14842.6,0.0619,5.0831,177,109537.27,TRY
2024-01-22,Display_Remarketing,987654324,Rakip_Kelimeleri,25899,1247,5656.72,0.0481,4.5363,127,89007.94,TRY
2024-01-22,YouTube_TrueView,987654325,Rakip_Kelimeleri,59121,2818,4901.6,0.0477,1.7394,325,58537.22,TRY
2024-01-22,PMAX_Performans,987654326,Urun_Kategorisi,46057,2372,9396.81,0.0515,3.9616,166,107521.25,TRY
2024-01-23,Search_Marka_2024,987654321,Uzun_Kuyruk,6660,395,1899.87,0.0593,4.8098,48,38879.83,TRY
2024-01-23,Search_Genel_Kategori,987654322,Genel_Kategoriler,17346,985,4073.63,0.0568,4.1357,70,33831.66,TRY
2024-01-23,Shopping_Urun_Feed,987654323,Remarketing_Listesi,7206,703,3575.08,0.0976,5.0855,86,85136.08,TRY
2024-01-23,Display_Remarketing,987654324,Rakip_Kelimeleri,32007,2444,7642.36,0.0764,3.127,232,268717.53,TRY
2024-01-23,YouTube_TrueView,987654325,Urun_Kategorisi,51669,3127,14944.5,0.0605,4.7792,333,71781.78,TRY
2024-01-24,Search_Marka_2024,987654321,Remarketing_Listesi,15126,1054,5315.35,0.0697,5.043,129,53794.28,TRY
2024-01-24,Search_Genel_Kategori,987654322,Uzun_Kuyruk,52217,5521,21914.42,0.1057,3.9693,345,136679.85,TRY
2024-01-24,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,21276,2304,8470.58,0.1083,3.6765,88,80667.94,TRY
2024-01-24,Display_Remarketing,987654324,Genel_Kategoriler,41769,4603,24356.93,0.1102,5.2915,367,306320.63,TRY
2024-01-24,YouTube_TrueView,987654325,Remarketing_Listesi,10978,797,1737.33,0.0726,2.1798,71,27027.87,TRY
2024-01-25,Search_Marka_2024,987654321,Urun_Kategorisi,53950,3286,9113.58,0.0609,2.7735,189,38180.33,TRY
2024-01-25,Search_Genel_Kategori,987654322,Marka_Kelimeleri,6834,325,591.91,0.0476,1.8213,35,36021.07,TRY
2024-01-25,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,31182,3378,11514.23,0.1083,3.4086,131,134663.1,TRY
2024-01-25,Display_Remarketing,987654324,Remarketing_Listesi,58722,2738,6716.71,0.0466,2.4531,376,408113.05,TRY
2024-01-26,Search_Marka_2024,987654321,Rakip_Kelimeleri,26507,2600,12781.61,0.0981,4.916,303,76084.5,TRY
2024-01-26,Search_Genel_Kategori,987654322,Genel_Kategoriler,31668,3570,13126.22,0.1127,3.6768,160,33146.52,TRY
2024-01-26,Shopping_Urun_Feed,987654323,Genel_Kategoriler,6138,269,772.79,0.0438,2.8728,29,30049.37,TRY
2024-01-26,Display_Remarketing,987654324,Uzun_Kuyruk,23407,2588,9007.63,0.1106,3.4805,261,192021.12,TRY
2024-01-26,YouTube_TrueView,987654325,Uzun_Kuyruk,25577,2553,10180.84,0.0998,3.9878,326,273890.46,TRY
2024-01-27,Search_Marka_2024,987654321,Genel_Kategoriler,37299,4034,7903.23,0.1082,1.9592,332,341744.19,TRY
2024-01-27,Search_Genel_Kategori,987654322,Rakip_Kelimeleri,20982,1054,4865.2,0.0502,4.6159,91,52464.57,TRY
2024-01-27,Shopping_Urun_Feed,987654323,Remarketing_Listesi,10276,442,2121.57,0.043,4.7999,58,51258.41,TRY
2024-01-28,Search_Marka_2024,987654321,Urun_Kategorisi,50526,4590,8501.95,0.0908,1.8523,333,85378.66,TRY
2024-01-28,Search_Genel_Kategori,987654322,Urun_Kategorisi,36915,2283,5943.41,0.0618,2.6033,235,212198.62,TRY
2024-01-28,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,32830,3847,20887.76,0.1172,5.4296,511,190783.25,TRY
2024-01-28,Display_Remarketing,987654324,Remarketing_Listesi,19466,1353,6630.77,0.0695,4.9008,79,86910.01,TRY
2024-01-29,Search_Marka_2024,987654321,Urun_Kategorisi,40499,4724,9734.22,0.1166,2.0606,549,411091.25,TRY
2024-01-29,Search_Genel_Kategori,987654322,Uzun_Kuyruk,37311,2075,4122.2,0.0556,1.9866,285,202454.89,TRY
2024-01-29,Shopping_Urun_Feed,987654323,Genel_Kategoriler,36267,3356,6629.6,0.0925,1.9754,297,310944.36,TRY
2024-01-29,Display_Remarketing,987654324,Urun_Kategorisi,39960,4528,15505.57,0.1133,3.4244,304,290525.77,TRY
2024-01-30,Search_Marka_2024,987654321,Uzun_Kuyruk,24582,2184,6156.71,0.0888,2.819,251,272334.02,TRY
2024-01-30,Search_Genel_Kategori,987654322,Rakip_Kelimeleri,53656,5022,19536.75,0.0936,3.8902,228,43038.57,TRY
2024-01-30,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,41570,4465,11843.97,0.1074,2.6526,147,160673.15,TRY
2024-01-30,Display_Remarketing,987654324,Uzun_Kuyruk,36022,3745,9042.54,0.104,2.4146,522,588251.75,TRY
2024-01-30,YouTube_TrueView,987654325,Urun_Kategorisi,16134,1710,6424.99,0.106,3.7573,165,46585.18,TRY
2024-01-30,PMAX_Performans,987654326,Urun_Kategorisi,21537,989,3449.67,0.0459,3.488,108,75803.13,TRY
2024-01-31,Search_Marka_2024,987654321,Marka_Kelimeleri,47869,2317,9881.75,0.0484,4.2649,107,68099.47,TRY
2024-01-31,Search_Genel_Kategori,987654322,Marka_Kelimeleri,21358,1450,6446.11,0.0679,4.4456,145,51542.44,TRY
2024-01-31,Shopping_Urun_Feed,987654323,Remarketing_Listesi,22201,1887,7555.1,0.085,4.0038,199,117726.52,TRY
2024-02-01,Search_Marka_2024,987654321,Genel_Kategoriler,48470,2824,10517.36,0.0583,3.7243,135,24896.14,TRY
2024-02-01,Search_Genel_Kategori,987654322,Genel_Kategoriler,26188,1364,5796.56,0.0521,4.2497,116,131611.22,TRY
2024-02-01,Shopping_Urun_Feed,987654323,Marka_Kelimeleri,50700,2994,14472.4,0.0591,4.8338,269,280377.98,TRY
2024-02-01,Display_Remarketing,987654324,Urun_Kategorisi,23644,2268,7435.37,0.0959,3.2784,105,23324.31,TRY
2024-02-01,YouTube_TrueView,987654325,Urun_Kategorisi,57880,4275,17625.7,0.0739,4.123,411,177290.1,TRY
2024-02-02,Search_Marka_2024,987654321,Urun_Kategorisi,52454,2666,7468.87,0.0508,2.8015,320,325756.12,TRY
2024-02-02,Search_Genel_Kategori,987654322,Marka_Kelimeleri,59684,3530,9654.93,0.0591,2.7351,403,341592.99,TRY
2024-02-02,Shopping_Urun_Feed,987654323,Remarketing_Listesi,46455,2541,10773.33,0.0547,4.2398,105,83397.99,TRY
2024-02-02,Display_Remarketing,987654324,Rakip_Kelimeleri,58373,2515,9051.69,0.0431,3.5991,159,104547.74,TRY
2024-02-02,YouTube_TrueView,987654325,Uzun_Kuyruk,31619,1904,6318.04,0.0602,3.3183,141,139862.95,TRY
2024-02-02,PMAX_Performans,987654326,Rakip_Kelimeleri,50948,5534,22717.52,0.1086,4.1051,593,624611.73,TRY
2024-02-03,Search_Marka_2024,987654321,Uzun_Kuyruk,48672,4894,20548.38,0.1005,4.1987,423,278804.64,TRY
2024-02-03,Search_Genel_Kategori,987654322,Rakip_Kelimeleri,8467,1009,4305.01,0.1192,4.2666,138,95114.66,TRY
2024-02-03,Shopping_Urun_Feed,987654323,Remarketing_Listesi,8144,884,4627.48,0.1085,5.2347,39,20579.21,TRY
2024-02-04,Search_Marka_2024,987654321,Remarketing_Listesi,40217,2602,8859.35,0.0647,3.4048,154,89825.74,TRY
2024-02-04,Search_Genel_Kategori,987654322,Uzun_Kuyruk,21536,1566,3562.57,0.0727,2.2749,104,21514.24,TRY
2024-02-04,Shopping_Urun_Feed,987654323,Marka_Kelimeleri,44843,2687,13161.57,0.0599,4.8982,136,116563.37,TRY
2024-02-04,Display_Remarketing,987654324,Rakip_Kelimeleri,13284,854,4011.63,0.0643,4.6975,89,104816.39,TRY
2024-02-04,YouTube_TrueView,987654325,Remarketing_Listesi,50158,4727,15226.89,0.0942,3.2213,151,107220.23,TRY
2024-02-05,Search_Marka_2024,987654321,Remarketing_Listesi,26532,1195,1948.36,0.045,1.6304,145,142742.65,TRY
2024-02-05,Search_Genel_Kategori,987654322,Remarketing_Listesi,38891,3158,16886.18,0.0812,5.3471,270,301072.33,TRY
2024-02-05,Shopping_Urun_Feed,987654323,Remarketing_Listesi,28998,2775,10276.06,0.0957,3.7031,287,175667.24,TRY
2024-02-05,Display_Remarketing,987654324,Genel_Kategoriler,17995,1958,10699.57,0.1088,5.4645,70,74212.99,TRY
2024-02-05,YouTube_TrueView,987654325,Uzun_Kuyruk,23401,2449,6873.64,0.1047,2.8067,249,253358.32,TRY
2024-02-06,Search_Marka_2024,987654321,Marka_Kelimeleri,13280,904,4897.07,0.0681,5.4171,39,26880.11,TRY
2024-02-06,Search_Genel_Kategori,987654322,Uzun_Kuyruk,34801,2538,11298.36,0.0729,4.4517,114,121401.69,TRY
2024-02-06,Shopping_Urun_Feed,987654323,Urun_Kategorisi,59970,3699,9323.08,0.0617,2.5204,372,157601.27,TRY
2024-02-06,Display_Remarketing,987654324,Remarketing_Listesi,25601,1360,6930.79,0.0531,5.0962,80,85459.78,TRY
2024-02-06,YouTube_TrueView,987654325,Remarketing_Listesi,59270,2473,6836.31,0.0417,2.7644,293,280669.02,TRY
2024-02-06,PMAX_Performans,987654326,Marka_Kelimeleri,26750,2402,4688.13,0.0898,1.9518,103,80999.94,TRY
2024-02-07,Search_Marka_2024,987654321,Urun_Kategorisi,44290,3771,19280.5,0.0851,5.1128,325,263477.82,TRY
2024-02-07,Search_Genel_Kategori,987654322,Uzun_Kuyruk,58077,6362,25425.85,0.1095,3.9965,451,450547.04,TRY
2024-02-07,Shopping_Urun_Feed,987654323,Marka_Kelimeleri,54444,4825,24002.08,0.0886,4.9745,660,203280.64,TRY
2024-02-07,Display_Remarketing,987654324,Genel_Kategoriler,30431,1599,8459.58,0.0525,5.2905,68,27849.93,TRY
2024-02-07,YouTube_TrueView,987654325,Urun_Kategorisi,43996,2565,4938.28,0.0583,1.9253,98,107268.88,TRY
2024-02-08,Search_Marka_2024,987654321,Remarketing_Listesi,61156,6502,29978,0.1063,4.6106,341,313588.33,TRY
2024-02-08,Search_Genel_Kategori,987654322,Marka_Kelimeleri,55580,4774,19044.45,0.0859,3.9892,163,63082.1,TRY
2024-02-08,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,29018,2921,5717.35,0.1007,1.9573,99,66023.39,TRY
2024-02-08,Display_Remarketing,987654324,Genel_Kategoriler,47707,5076,10358.92,0.1064,2.0408,398,72594.54,TRY
2024-02-09,Search_Marka_2024,987654321,Uzun_Kuyruk,20162,1129,2443.17,0.056,2.164,44,18232.53,TRY
2024-02-09,Search_Genel_Kategori,987654322,Genel_Kategoriler,7682,573,1420.24,0.0746,2.4786,48,22616.42,TRY
2024-02-09,Shopping_Urun_Feed,987654323,Remarketing_Listesi,33108,3147,13832.28,0.0951,4.3954,199,130501.55,TRY
2024-02-09,Display_Remarketing,987654324,Uzun_Kuyruk,46716,4553,17733.44,0.0975,3.8949,228,63818.57,TRY
2024-02-09,YouTube_TrueView,987654325,Uzun_Kuyruk,59620,5607,16046.86,0.094,2.8619,473,256573.91,TRY
2024-02-10,Search_Marka_2024,987654321,Rakip_Kelimeleri,43472,4259,20678.06,0.098,4.8551,386,292249.56,TRY
2024-02-10,Search_Genel_Kategori,987654322,Marka_Kelimeleri,37432,2844,7131.27,0.076,2.5075,235,164078.37,TRY
2024-02-10,Shopping_Urun_Feed,987654323,Remarketing_Listesi,14736,1127,4394.09,0.0765,3.8989,114,128790.37,TRY
2024-02-11,Search_Marka_2024,987654321,Remarketing_Listesi,43858,2559,10647.92,0.0583,4.161,172,117098.72,TRY
2024-02-11,Search_Genel_Kategori,987654322,Genel_Kategoriler,12173,1234,2620.72,0.1014,2.1238,77,29493,TRY
2024-02-11,Shopping_Urun_Feed,987654323,Marka_Kelimeleri,62225,6074,31664.54,0.0976,5.2131,522,385000.13,TRY
2024-02-11,Display_Remarketing,987654324,Remarketing_Listesi,16013,805,3677.06,0.0503,4.5678,96,77395.74,TRY
2024-02-12,Search_Marka_2024,987654321,Urun_Kategorisi,33366,1660,7303.04,0.0498,4.3994,118,128946.53,TRY
2024-02-12,Search_Genel_Kategori,987654322,Genel_Kategoriler,58577,3097,7903.85,0.0529,2.5521,213,116120.88,TRY
2024-02-12,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,15903,979,2369.43,0.0616,2.4203,86,54574.9,TRY
2024-02-12,Display_Remarketing,987654324,Rakip_Kelimeleri,21635,1884,9079.47,0.0871,4.8193,64,34884.69,TRY
2024-02-12,YouTube_TrueView,987654325,Rakip_Kelimeleri,61020,3701,12879.49,0.0607,3.48,483,291472.93,TRY
2024-02-12,PMAX_Performans,987654326,Genel_Kategoriler,16295,1954,5152.23,0.1199,2.6368,137,51205.2,TRY
2024-02-13,Search_Marka_2024,987654321,Marka_Kelimeleri,61218,2651,14523.29,0.0433,5.4784,269,143539.26,TRY
2024-02-13,Search_Genel_Kategori,987654322,Urun_Kategorisi,11582,631,3152.16,0.0545,4.9955,69,27177.05,TRY
2024-02-13,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,48297,2884,5543.81,0.0597,1.9223,399,387320.66,TRY
2024-02-13,Display_Remarketing,987654324,Rakip_Kelimeleri,57720,3376,13406.61,0.0585,3.9712,454,532905.95,TRY
2024-02-13,YouTube_TrueView,987654325,Uzun_Kuyruk,35658,2482,6244.07,0.0696,2.5157,244,238623.9,TRY
2024-02-13,PMAX_Performans,987654326,Remarketing_Listesi,14665,807,1286.55,0.055,1.5942,39,14148.94,TRY
2024-02-14,Search_Marka_2024,987654321,Genel_Kategoriler,30780,1872,8970.17,0.0608,4.7918,180,37341.22,TRY
