date,channel,device,step_name,step_order,session_count
2024-01-02,direct,tablet,purchase,5,33
2024-01-02,tiktok,mobile,visit,1,696
2024-01-02,tiktok,mobile,product_view,2,397
2024-01-02,tiktok,mobile,add_to_cart,3,131
2024-01-02,tiktok,mobile,checkout,4,81
2024-01-02,tiktok,mobile,purchase,5,59
2024-01-02,tiktok,desktop,visit,1,441
2024-01-02,tiktok,desktop,product_view,2,251
2024-01-02,tiktok,desktop,add_to_cart,3,90
2024-01-02,tiktok,desktop,checkout,4,54
2024-01-02,tiktok,desktop,purchase,5,38
2024-01-02,tiktok,tablet,visit,1,673
2024-01-02,tiktok,tablet,product_view,2,397
2024-01-02,tiktok,tablet,add_to_cart,3,155
2024-01-02,tiktok,tablet,checkout,4,65
2024-01-02,tiktok,tablet,purchase,5,39
2024-01-03,meta,mobile,visit,1,3410
2024-01-03,meta,mobile,product_view,2,1913
2024-01-03,meta,mobile,add_to_cart,3,602
2024-01-03,meta,mobile,checkout,4,288
2024-01-03,meta,mobile,purchase,5,181
2024-01-03,meta,desktop,visit,1,907
2024-01-03,meta,desktop,product_view,2,535
2024-01-03,meta,desktop,add_to_cart,3,190
2024-01-03,meta,desktop,checkout,4,80
2024-01-03,meta,desktop,purchase,5,59
2024-01-03,meta,tablet,visit,1,848
2024-01-03,meta,tablet,product_view,2,595
2024-01-03,meta,tablet,add_to_cart,3,224
2024-01-03,meta,tablet,checkout,4,131
2024-01-03,meta,tablet,purchase,5,77
2024-01-03,google,mobile,visit,1,3962
2024-01-03,google,mobile,product_view,2,2604
2024-01-03,google,mobile,add_to_cart,3,1067
2024-01-03,google,mobile,checkout,4,667
2024-01-03,google,mobile,purchase,5,467
2024-01-03,google,desktop,visit,1,2385
2024-01-03,google,desktop,product_view,2,1283
2024-01-03,google,desktop,add_to_cart,3,466
2024-01-03,google,desktop,checkout,4,255
2024-01-03,google,desktop,purchase,5,161
2024-01-03,google,tablet,visit,1,282
2024-01-03,google,tablet,product_view,2,181
2024-01-03,google,tablet,add_to_cart,3,60
2024-01-03,google,tablet,checkout,4,33
2024-01-03,google,tablet,purchase,5,19
2024-01-03,organic,mobile,visit,1,1454
2024-01-03,organic,mobile,product_view,2,878
2024-01-03,organic,mobile,add_to_cart,3,332
2024-01-03,organic,mobile,checkout,4,205
2024-01-03,organic,mobile,purchase,5,117
2024-01-03,organic,desktop,visit,1,1548
2024-01-03,organic,desktop,product_view,2,997
2024-01-03,organic,desktop,add_to_cart,3,250
2024-01-03,organic,desktop,checkout,4,156
2024-01-03,organic,desktop,purchase,5,109
2024-01-03,organic,tablet,visit,1,148
2024-01-03,organic,tablet,product_view,2,104
2024-01-03,organic,tablet,add_to_cart,3,35
2024-01-03,organic,tablet,checkout,4,16
2024-01-03,organic,tablet,purchase,5,12
2024-01-03,email,mobile,visit,1,1551
2024-01-03,email,mobile,product_view,2,865
2024-01-03,email,mobile,add_to_cart,3,345
2024-01-03,email,mobile,checkout,4,190
2024-01-03,email,mobile,purchase,5,105
2024-01-03,email,desktop,visit,1,1445
2024-01-03,email,desktop,product_view,2,746
2024-01-03,email,desktop,add_to_cart,3,307
2024-01-03,email,desktop,checkout,4,168
2024-01-03,email,desktop,purchase,5,103
2024-01-03,email,tablet,visit,1,519
2024-01-03,email,tablet,product_view,2,345
2024-01-03,email,tablet,add_to_cart,3,102
2024-01-03,email,tablet,checkout,4,57
2024-01-03,email,tablet,purchase,5,42
2024-01-03,direct,mobile,visit,1,1181
2024-01-03,direct,mobile,product_view,2,706
2024-01-03,direct,mobile,add_to_cart,3,286
2024-01-03,direct,mobile,checkout,4,167
2024-01-03,direct,mobile,purchase,5,102
2024-01-03,direct,desktop,visit,1,1739
2024-01-03,direct,desktop,product_view,2,1247
2024-01-03,direct,desktop,add_to_cart,3,496
2024-01-03,direct,desktop,checkout,4,200
2024-01-03,direct,desktop,purchase,5,157
2024-01-03,direct,tablet,visit,1,167
2024-01-03,direct,tablet,product_view,2,111
2024-01-03,direct,tablet,add_to_cart,3,32
2024-01-03,direct,tablet,checkout,4,19
2024-01-03,direct,tablet,purchase,5,15
2024-01-03,tiktok,mobile,visit,1,3105
2024-01-03,tiktok,mobile,product_view,2,1799
2024-01-03,tiktok,mobile,add_to_cart,3,539
2024-01-03,tiktok,mobile,checkout,4,273
2024-01-03,tiktok,mobile,purchase,5,194
2024-01-03,tiktok,desktop,visit,1,1068
2024-01-03,tiktok,desktop,product_view,2,736
2024-01-03,tiktok,desktop,add_to_cart,3,202
2024-01-03,tiktok,desktop,checkout,4,121
2024-01-03,tiktok,desktop,purchase,5,70
2024-01-03,tiktok,tablet,visit,1,632
2024-01-03,tiktok,tablet,product_view,2,449
2024-01-03,tiktok,tablet,add_to_cart,3,164
2024-01-03,tiktok,tablet,checkout,4,92
2024-01-03,tiktok,tablet,purchase,5,57
2024-01-04,meta,mobile,visit,1,2106
2024-01-04,meta,mobile,product_view,2,1159
2024-01-04,meta,mobile,add_to_cart,3,376
2024-01-04,meta,mobile,checkout,4,232
2024-01-04,meta,mobile,purchase,5,180
2024-01-04,meta,desktop,visit,1,2018
2024-01-04,meta,desktop,product_view,2,1097
2024-01-04,meta,desktop,add_to_cart,3,290
2024-01-04,meta,desktop,checkout,4,150
2024-01-04,meta,desktop,purchase,5,103
2024-01-04,meta,tablet,visit,1,580
2024-01-04,meta,tablet,product_view,2,320
2024-01-04,meta,tablet,add_to_cart,3,122
2024-01-04,meta,tablet,checkout,4,64
2024-01-04,meta,tablet,purchase,5,36
2024-01-04,google,mobile,visit,1,2147
2024-01-04,google,mobile,product_view,2,1477
2024-01-04,google,mobile,add_to_cart,3,613
2024-01-04,google,mobile,checkout,4,386
2024-01-04,google,mobile,purchase,5,276
2024-01-04,google,desktop,visit,1,2117
2024-01-04,google,desktop,product_view,2,1514
2024-01-04,google,desktop,add_to_cart,3,427
2024-01-04,google,desktop,checkout,4,212
2024-01-04,google,desktop,purchase,5,154
2024-01-04,google,tablet,visit,1,373
2024-01-04,google,tablet,product_view,2,257
2024-01-04,google,tablet,add_to_cart,3,97
2024-01-04,google,tablet,checkout,4,56
2024-01-04,google,tablet,purchase,5,36
2024-01-04,organic,mobile,visit,1,1459
2024-01-04,organic,mobile,product_view,2,752
2024-01-04,organic,mobile,add_to_cart,3,199
2024-01-04,organic,mobile,checkout,4,92
2024-01-04,organic,mobile,purchase,5,69
2024-01-04,organic,desktop,visit,1,1484
2024-01-04,organic,desktop,product_view,2,900
2024-01-04,organic,desktop,add_to_cart,3,359
2024-01-04,organic,desktop,checkout,4,210
2024-01-04,organic,desktop,purchase,5,155
2024-01-04,organic,tablet,visit,1,657
2024-01-04,organic,tablet,product_view,2,380
2024-01-04,organic,tablet,add_to_cart,3,155
2024-01-04,organic,tablet,checkout,4,98
2024-01-04,organic,tablet,purchase,5,59
2024-01-04,email,mobile,visit,1,670
2024-01-04,email,mobile,product_view,2,474
2024-01-04,email,mobile,add_to_cart,3,130
2024-01-04,email,mobile,checkout,4,73
2024-01-04,email,mobile,purchase,5,53
2024-01-04,email,desktop,visit,1,2090
2024-01-04,email,desktop,product_view,2,1334
2024-01-04,email,desktop,add_to_cart,3,364
2024-01-04,email,desktop,checkout,4,230
2024-01-04,email,desktop,purchase,5,183
2024-01-04,email,tablet,visit,1,398
2024-01-04,email,tablet,product_view,2,261
2024-01-04,email,tablet,add_to_cart,3,92
2024-01-04,email,tablet,checkout,4,44
2024-01-04,email,tablet,purchase,5,31
2024-01-04,direct,mobile,visit,1,1295
2024-01-04,direct,mobile,product_view,2,711
2024-01-04,direct,mobile,add_to_cart,3,279
2024-01-04,direct,mobile,checkout,4,164
2024-01-04,direct,mobile,purchase,5,97
2024-01-04,direct,desktop,visit,1,814
2024-01-04,direct,desktop,product_view,2,459
2024-01-04,direct,desktop,add_to_cart,3,140
2024-01-04,direct,desktop,checkout,4,73
2024-01-04,direct,desktop,purchase,5,54
2024-01-04,direct,tablet,visit,1,422
2024-01-04,direct,tablet,product_view,2,225
2024-01-04,direct,tablet,add_to_cart,3,79
2024-01-04,direct,tablet,checkout,4,42
2024-01-04,direct,tablet,purchase,5,25
2024-01-04,tiktok,mobile,visit,1,1370
2024-01-04,tiktok,mobile,product_view,2,713
2024-01-04,tiktok,mobile,add_to_cart,3,261
2024-01-04,tiktok,mobile,checkout,4,155
2024-01-04,tiktok,mobile,purchase,5,103
2024-01-04,tiktok,desktop,visit,1,702
2024-01-04,tiktok,desktop,product_view,2,392
2024-01-04,tiktok,desktop,add_to_cart,3,127
2024-01-04,tiktok,desktop,checkout,4,53
2024-01-04,tiktok,desktop,purchase,5,37
2024-01-04,tiktok,tablet,visit,1,655
2024-01-04,tiktok,tablet,product_view,2,384
2024-01-04,tiktok,tablet,add_to_cart,3,158
2024-01-04,tiktok,tablet,checkout,4,67
2024-01-04,tiktok,tablet,purchase,5,39
2024-01-05,meta,mobile,visit,1,1872
2024-01-05,meta,mobile,product_view,2,1027
2024-01-05,meta,mobile,add_to_cart,3,308
2024-01-05,meta,mobile,checkout,4,129
2024-01-05,meta,mobile,purchase,5,95
2024-01-05,meta,desktop,visit,1,1732
2024-01-05,meta,desktop,product_view,2,933
2024-01-05,meta,desktop,add_to_cart,3,233
2024-01-05,meta,desktop,checkout,4,123
2024-01-05,meta,desktop,purchase,5,77
2024-01-05,meta,tablet,visit,1,417
2024-01-05,meta,tablet,product_view,2,227
2024-01-05,meta,tablet,add_to_cart,3,59
2024-01-05,meta,tablet,checkout,4,36
2024-01-05,meta,tablet,purchase,5,23
2024-01-05,google,mobile,visit,1,3767
2024-01-05,google,mobile,product_view,2,1905
2024-01-05,google,mobile,add_to_cart,3,606
2024-01-05,google,mobile,checkout,4,290
2024-01-05,google,mobile,purchase,5,201
2024-01-05,google,desktop,visit,1,1093
2024-01-05,google,desktop,product_view,2,757
2024-01-05,google,desktop,add_to_cart,3,220
2024-01-05,google,desktop,checkout,4,120
2024-01-05,google,desktop,purchase,5,95
2024-01-05,google,tablet,visit,1,260
2024-01-05,google,tablet,product_view,2,139
2024-01-05,google,tablet,add_to_cart,3,50
2024-01-05,google,tablet,checkout,4,29
2024-01-05,google,tablet,purchase,5,21
2024-01-05,organic,mobile,visit,1,1353
2024-01-05,organic,mobile,product_view,2,894
2024-01-05,organic,mobile,add_to_cart,3,287
2024-01-05,organic,mobile,checkout,4,116
2024-01-05,organic,mobile,purchase,5,84
2024-01-05,organic,desktop,visit,1,832
2024-01-05,organic,desktop,product_view,2,584
2024-01-05,organic,desktop,add_to_cart,3,149
2024-01-05,organic,desktop,checkout,4,91
2024-01-05,organic,desktop,purchase,5,52
2024-01-05,organic,tablet,visit,1,776
2024-01-05,organic,tablet,product_view,2,478
2024-01-05,organic,tablet,add_to_cart,3,128
2024-01-05,organic,tablet,checkout,4,58
2024-01-05,organic,tablet,purchase,5,45
2024-01-05,email,mobile,visit,1,961
2024-01-05,email,mobile,product_view,2,624
2024-01-05,email,mobile,add_to_cart,3,253
2024-01-05,email,mobile,checkout,4,159
2024-01-05,email,mobile,purchase,5,97
2024-01-05,email,desktop,visit,1,561
2024-01-05,email,desktop,product_view,2,324
2024-01-05,email,desktop,add_to_cart,3,134
2024-01-05,email,desktop,checkout,4,81
2024-01-05,email,desktop,purchase,5,46
2024-01-05,email,tablet,visit,1,793
2024-01-05,email,tablet,product_view,2,489
2024-01-05,email,tablet,add_to_cart,3,149
2024-01-05,email,tablet,checkout,4,78
2024-01-05,email,tablet,purchase,5,45
2024-01-05,direct,mobile,visit,1,1365
2024-01-05,direct,mobile,product_view,2,846
2024-01-05,direct,mobile,add_to_cart,3,307
2024-01-05,direct,mobile,checkout,4,159
2024-01-05,direct,mobile,purchase,5,123
2024-01-05,direct,desktop,visit,1,1397
2024-01-05,direct,desktop,product_view,2,762
2024-01-05,direct,desktop,add_to_cart,3,278
2024-01-05,direct,desktop,checkout,4,141
2024-01-05,direct,desktop,purchase,5,84
2024-01-05,direct,tablet,visit,1,593
2024-01-05,direct,tablet,product_view,2,373
2024-01-05,direct,tablet,add_to_cart,3,133
2024-01-05,direct,tablet,checkout,4,63
2024-01-05,direct,tablet,purchase,5,40
2024-01-05,tiktok,mobile,visit,1,918
2024-01-05,tiktok,mobile,product_view,2,532
2024-01-05,tiktok,mobile,add_to_cart,3,137
2024-01-05,tiktok,mobile,checkout,4,63
2024-01-05,tiktok,mobile,purchase,5,43
2024-01-05,tiktok,desktop,visit,1,1032
2024-01-05,tiktok,desktop,product_view,2,673
2024-01-05,tiktok,desktop,add_to_cart,3,275
2024-01-05,tiktok,desktop,checkout,4,139
2024-01-05,tiktok,desktop,purchase,5,88
2024-01-05,tiktok,tablet,visit,1,721
2024-01-05,tiktok,tablet,product_view,2,513
2024-01-05,tiktok,tablet,add_to_cart,3,139
2024-01-05,tiktok,tablet,checkout,4,89
2024-01-05,tiktok,tablet,purchase,5,56
2024-01-06,meta,mobile,visit,1,2391
2024-01-06,meta,mobile,product_view,2,1514
2024-01-06,meta,mobile,add_to_cart,3,435
2024-01-06,meta,mobile,checkout,4,234
2024-01-06,meta,mobile,purchase,5,169
2024-01-06,meta,desktop,visit,1,829
2024-01-06,meta,desktop,product_view,2,588
2024-01-06,meta,desktop,add_to_cart,3,199
2024-01-06,meta,desktop,checkout,4,104
2024-01-06,meta,desktop,purchase,5,63
2024-01-06,meta,tablet,visit,1,751
2024-01-06,meta,tablet,product_view,2,485
2024-01-06,meta,tablet,add_to_cart,3,194
2024-01-06,meta,tablet,checkout,4,81
2024-01-06,meta,tablet,purchase,5,48
2024-01-06,google,mobile,visit,1,2268
2024-01-06,google,mobile,product_view,2,1447
2024-01-06,google,mobile,add_to_cart,3,487
2024-01-06,google,mobile,checkout,4,228
2024-01-06,google,mobile,purchase,5,154
2024-01-06,google,desktop,visit,1,660
2024-01-06,google,desktop,product_view,2,430
2024-01-06,google,desktop,add_to_cart,3,121
2024-01-06,google,desktop,checkout,4,68
2024-01-06,google,desktop,purchase,5,50
2024-01-06,google,tablet,visit,1,346
2024-01-06,google,tablet,product_view,2,223
2024-01-06,google,tablet,add_to_cart,3,67
2024-01-06,google,tablet,checkout,4,34
2024-01-06,google,tablet,purchase,5,25
2024-01-06,organic,mobile,visit,1,1475
2024-01-06,organic,mobile,product_view,2,1012
2024-01-06,organic,mobile,add_to_cart,3,419
2024-01-06,organic,mobile,checkout,4,190
2024-01-06,organic,mobile,purchase,5,145
2024-01-06,organic,desktop,visit,1,794
2024-01-06,organic,desktop,product_view,2,464
2024-01-06,organic,desktop,add_to_cart,3,180
2024-01-06,organic,desktop,checkout,4,82
2024-01-06,organic,desktop,purchase,5,50
2024-01-06,organic,tablet,visit,1,563
2024-01-06,organic,tablet,product_view,2,368
2024-01-06,organic,tablet,add_to_cart,3,127
2024-01-06,organic,tablet,checkout,4,75
2024-01-06,organic,tablet,purchase,5,53
2024-01-06,email,mobile,visit,1,1303
2024-01-06,email,mobile,product_view,2,841
2024-01-06,email,mobile,add_to_cart,3,327
2024-01-06,email,mobile,checkout,4,143
2024-01-06,email,mobile,purchase,5,82
2024-01-06,email,desktop,visit,1,1442
2024-01-06,email,desktop,product_view,2,761
2024-01-06,email,desktop,add_to_cart,3,216
2024-01-06,email,desktop,checkout,4,117
2024-01-06,email,desktop,purchase,5,92
2024-01-06,email,tablet,visit,1,794
2024-01-06,email,tablet,product_view,2,416
2024-01-06,email,tablet,add_to_cart,3,113
2024-01-06,email,tablet,checkout,4,45
2024-01-06,email,tablet,purchase,5,29
2024-01-06,direct,mobile,visit,1,1670
2024-01-06,direct,mobile,product_view,2,1171
2024-01-06,direct,mobile,add_to_cart,3,472
2024-01-06,direct,mobile,checkout,4,263
2024-01-06,direct,mobile,purchase,5,207
2024-01-06,direct,desktop,visit,1,1155
2024-01-06,direct,desktop,product_view,2,820
2024-01-06,direct,desktop,add_to_cart,3,323
2024-01-06,direct,desktop,checkout,4,135
2024-01-06,direct,desktop,purchase,5,102
2024-01-06,direct,tablet,visit,1,411
2024-01-06,direct,tablet,product_view,2,289
2024-01-06,direct,tablet,add_to_cart,3,99
2024-01-06,direct,tablet,checkout,4,40
2024-01-06,direct,tablet,purchase,5,30
2024-01-06,tiktok,mobile,visit,1,1676
2024-01-06,tiktok,mobile,product_view,2,940
2024-01-06,tiktok,mobile,add_to_cart,3,330
2024-01-06,tiktok,mobile,checkout,4,173
2024-01-06,tiktok,mobile,purchase,5,120
2024-01-06,tiktok,desktop,visit,1,1225
2024-01-06,tiktok,desktop,product_view,2,870
2024-01-06,tiktok,desktop,add_to_cart,3,363
2024-01-06,tiktok,desktop,checkout,4,224
2024-01-06,tiktok,desktop,purchase,5,162
2024-01-06,tiktok,tablet,visit,1,190
2024-01-06,tiktok,tablet,product_view,2,111
2024-01-06,tiktok,tablet,add_to_cart,3,36
2024-01-06,tiktok,tablet,checkout,4,21
2024-01-06,tiktok,tablet,purchase,5,14
2024-01-07,meta,mobile,visit,1,3427
2024-01-07,meta,mobile,product_view,2,2427
2024-01-07,meta,mobile,add_to_cart,3,812
2024-01-07,meta,mobile,checkout,4,348
2024-01-07,meta,mobile,purchase,5,207
2024-01-07,meta,desktop,visit,1,1306
2024-01-07,meta,desktop,product_view,2,724
2024-01-07,meta,desktop,add_to_cart,3,217
2024-01-07,meta,desktop,checkout,4,120
2024-01-07,meta,desktop,purchase,5,82
2024-01-07,meta,tablet,visit,1,275
2024-01-07,meta,tablet,product_view,2,178
2024-01-07,meta,tablet,add_to_cart,3,73
2024-01-07,meta,tablet,checkout,4,45
2024-01-07,meta,tablet,purchase,5,30
2024-01-07,google,mobile,visit,1,805
2024-01-07,google,mobile,product_view,2,551
2024-01-07,google,mobile,add_to_cart,3,218
2024-01-07,google,mobile,checkout,4,113
2024-01-07,google,mobile,purchase,5,63
2024-01-07,google,desktop,visit,1,1581
2024-01-07,google,desktop,product_view,2,1085
2024-01-07,google,desktop,add_to_cart,3,279
2024-01-07,google,desktop,checkout,4,161
2024-01-07,google,desktop,purchase,5,115
2024-01-07,google,tablet,visit,1,499
2024-01-07,google,tablet,product_view,2,301
2024-01-07,google,tablet,add_to_cart,3,115
2024-01-07,google,tablet,checkout,4,72
2024-01-07,google,tablet,purchase,5,52
2024-01-07,organic,mobile,visit,1,1320
2024-01-07,organic,mobile,product_view,2,716
2024-01-07,organic,mobile,add_to_cart,3,222
2024-01-07,organic,mobile,checkout,4,91
2024-01-07,organic,mobile,purchase,5,65
2024-01-07,organic,desktop,visit,1,873
2024-01-07,organic,desktop,product_view,2,536
2024-01-07,organic,desktop,add_to_cart,3,212
2024-01-07,organic,desktop,checkout,4,128
2024-01-07,organic,desktop,purchase,5,75
2024-01-07,organic,tablet,visit,1,259
2024-01-07,organic,tablet,product_view,2,137
2024-01-07,organic,tablet,add_to_cart,3,55
2024-01-07,organic,tablet,checkout,4,28
2024-01-07,organic,tablet,purchase,5,15
2024-01-07,email,mobile,visit,1,2962
2024-01-07,email,mobile,product_view,2,1661
2024-01-07,email,mobile,add_to_cart,3,622
2024-01-07,email,mobile,checkout,4,270
2024-01-07,email,mobile,purchase,5,194
2024-01-07,email,desktop,visit,1,954
2024-01-07,email,desktop,product_view,2,509
2024-01-07,email,desktop,add_to_cart,3,181
2024-01-07,email,desktop,checkout,4,95
2024-01-07,email,desktop,purchase,5,70
2024-01-07,email,tablet,visit,1,717
2024-01-07,email,tablet,product_view,2,490
2024-01-07,email,tablet,add_to_cart,3,145
2024-01-07,email,tablet,checkout,4,60
2024-01-07,email,tablet,purchase,5,34
2024-01-07,direct,mobile,visit,1,1230
2024-01-07,direct,mobile,product_view,2,884
2024-01-07,direct,mobile,add_to_cart,3,305
2024-01-07,direct,mobile,checkout,4,190
2024-01-07,direct,mobile,purchase,5,129
2024-01-07,direct,desktop,visit,1,909
2024-01-07,direct,desktop,product_view,2,484
2024-01-07,direct,desktop,add_to_cart,3,174
2024-01-07,direct,desktop,checkout,4,97
2024-01-07,direct,desktop,purchase,5,65
2024-01-07,direct,tablet,visit,1,760
2024-01-07,direct,tablet,product_view,2,509
2024-01-07,direct,tablet,add_to_cart,3,151
2024-01-07,direct,tablet,checkout,4,93
2024-01-07,direct,tablet,purchase,5,61
2024-01-07,tiktok,mobile,visit,1,2559
2024-01-07,tiktok,mobile,product_view,2,1626
2024-01-07,tiktok,mobile,add_to_cart,3,521
2024-01-07,tiktok,mobile,checkout,4,307
2024-01-07,tiktok,mobile,purchase,5,205
