order_id,order_date,customer_id,city,country,device,channel,product_count,order_revenue,discount_amount,refund_amount,order_status,payment_method
ORD-2024-00063,2024-01-06,CUST-0680,Adana,TR,desktop,meta,4,7710.41,10.11,0,completed,credit_card
ORD-2024-00064,2024-01-06,CUST-1261,Bursa,TR,desktop,meta,1,3413.66,276.48,0,completed,credit_card
ORD-2024-00065,2024-01-06,CUST-1438,Adana,TR,desktop,google,5,6507.36,196.76,0,completed,digital_wallet
ORD-2024-00066,2024-01-06,CUST-1392,Izmir,TR,mobile,meta,3,365.62,47.07,0,cancelled,credit_card
ORD-2024-00067,2024-01-06,CUST-0095,Mersin,TR,desktop,organic,5,2649.39,144.03,0,completed,credit_card
ORD-2024-00068,2024-01-06,CUST-0003,Adana,TR,mobile,direct,3,6721.08,140.83,0,cancelled,digital_wallet
ORD-2024-00069,2024-01-06,CUST-1100,Mersin,TR,mobile,email,3,5762.37,1080.86,4820.52,refunded,credit_card
ORD-2024-00070,2024-01-06,CUST-1120,Izmir,TR,mobile,google,7,3600.42,502.72,2895.15,refunded,credit_card
ORD-2024-00071,2024-01-07,CUST-1227,Mersin,TR,mobile,google,4,6575.31,344.57,0,completed,credit_card
ORD-2024-00072,2024-01-07,CUST-0256,Izmir,TR,mobile,organic,6,2144.04,341.92,1360.83,refunded,digital_wallet
ORD-2024-00073,2024-01-07,CUST-0803,Istanbul,TR,mobile,google,2,4707.09,729.84,0,completed,credit_card
ORD-2024-00074,2024-01-07,CUST-1279,Mersin,TR,desktop,google,6,8530.81,1885.35,0,completed,bank_transfer
ORD-2024-00075,2024-01-07,CUST-1740,Adana,TR,mobile,google,2,5499.09,504.81,0,completed,bank_transfer
ORD-2024-00076,2024-01-07,CUST-1426,Gaziantep,TR,desktop,google,1,3190.72,247.35,0,cancelled,credit_card
ORD-2024-00077,2024-01-07,CUST-1464,Bursa,TR,tablet,meta,2,4527.62,153.98,0,completed,credit_card
ORD-2024-00078,2024-01-07,CUST-0594,Gaziantep,TR,desktop,meta,5,5284.94,565.51,0,completed,bank_transfer
ORD-2024-00079,2024-01-07,CUST-0469,Istanbul,TR,mobile,tiktok,1,2929.12,460.19,0,completed,digital_wallet
ORD-2024-00080,2024-01-07,CUST-0525,Konya,TR,desktop,meta,3,1635.91,39.64,0,completed,digital_wallet
ORD-2024-00081,2024-01-07,CUST-0196,Istanbul,TR,mobile,direct,2,5287.29,1290.5,0,cancelled,credit_card
ORD-2024-00082,2024-01-07,CUST-1052,Bursa,TR,tablet,google,6,6726.64,1523.56,0,completed,credit_card
ORD-2024-00083,2024-01-07,CUST-0200,Bursa,TR,mobile,email,2,3698.64,329.49,0,completed,digital_wallet
ORD-2024-00084,2024-01-07,CUST-1797,Ankara,TR,desktop,google,6,5727.04,899.34,0,completed,bank_transfer
ORD-2024-00085,2024-01-07,CUST-1698,Istanbul,TR,mobile,bing,4,4130.73,1030.45,0,completed,bank_transfer
ORD-2024-00086,2024-01-07,CUST-1178,Gaziantep,TR,tablet,email,1,1688.93,272.25,956.13,refunded,digital_wallet
ORD-2024-00087,2024-01-08,CUST-0771,Mersin,TR,desktop,google,5,9120.76,152.68,0,completed,credit_card
ORD-2024-00088,2024-01-08,CUST-1727,Konya,TR,mobile,meta,1,2581.63,407.82,1653.22,refunded,credit_card
ORD-2024-00089,2024-01-08,CUST-1422,Izmir,TR,desktop,meta,6,15000.43,95.91,0,completed,credit_card
ORD-2024-00090,2024-01-08,CUST-0816,Antalya,TR,desktop,direct,1,2302.72,142.06,1907.64,refunded,credit_card
ORD-2024-00091,2024-01-08,CUST-1443,Konya,TR,mobile,meta,3,5726.87,1001.42,0,completed,digital_wallet
ORD-2024-00092,2024-01-08,CUST-0086,Konya,TR,mobile,meta,3,5406.03,1276.31,0,completed,credit_card
ORD-2024-00093,2024-01-08,CUST-0703,Kayseri,TR,desktop,organic,4,6461.56,1381.33,0,completed,credit_card
ORD-2024-00094,2024-01-08,CUST-1660,Mersin,TR,mobile,meta,6,2595.08,188.81,0,completed,bank_transfer
ORD-2024-00095,2024-01-08,CUST-1368,Bursa,TR,mobile,organic,1,277.17,68.03,0,completed,credit_card
ORD-2024-00096,2024-01-08,CUST-1030,Kayseri,TR,desktop,organic,5,3448.54,7.78,0,completed,credit_card
ORD-2024-00097,2024-01-08,CUST-1688,Ankara,TR,mobile,meta,1,1582.02,36.34,0,completed,credit_card
ORD-2024-00098,2024-01-08,CUST-0216,Istanbul,TR,desktop,google,1,2944.59,615.47,0,completed,bank_transfer
ORD-2024-00099,2024-01-08,CUST-0287,Ankara,TR,desktop,meta,1,2713.7,561.18,0,completed,digital_wallet
ORD-2024-00100,2024-01-08,CUST-1321,Bursa,TR,mobile,direct,3,6030.96,662.37,0,cancelled,digital_wallet
ORD-2024-00101,2024-01-09,CUST-0882,Adana,TR,mobile,google,1,1223.05,124.3,0,completed,credit_card
ORD-2024-00102,2024-01-09,CUST-0243,Ankara,TR,mobile,meta,7,851.93,122.84,578.85,refunded,credit_card
ORD-2024-00103,2024-01-09,CUST-0039,Bursa,TR,mobile,organic,2,981.75,183.96,954.22,refunded,bank_transfer
ORD-2024-00104,2024-01-09,CUST-0660,Izmir,TR,mobile,direct,2,1682.03,107.18,0,completed,bank_transfer
ORD-2024-00105,2024-01-09,CUST-1125,Mersin,TR,mobile,meta,2,5362.72,620.78,0,cancelled,credit_card
ORD-2024-00106,2024-01-09,CUST-0452,Mersin,TR,desktop,meta,4,7618.03,1062.29,0,completed,credit_card
ORD-2024-00107,2024-01-09,CUST-1115,Adana,TR,desktop,organic,3,7721.96,1630.64,3891.19,refunded,credit_card
ORD-2024-00108,2024-01-09,CUST-0087,Gaziantep,TR,desktop,organic,1,2837.58,404.18,0,completed,bank_transfer
ORD-2024-00109,2024-01-09,CUST-1684,Adana,TR,desktop,google,6,15602.25,2704.72,0,cancelled,credit_card
ORD-2024-00110,2024-01-09,CUST-0999,Istanbul,TR,mobile,google,4,7542.78,948.82,0,completed,credit_card
ORD-2024-00111,2024-01-10,CUST-1321,Bursa,TR,desktop,meta,7,16541.39,1635.97,0,completed,credit_card
ORD-2024-00112,2024-01-10,CUST-1364,Gaziantep,TR,mobile,google,1,2637.38,658.91,0,completed,bank_transfer
ORD-2024-00113,2024-01-10,CUST-0563,Adana,TR,mobile,meta,2,925.81,63.82,0,completed,credit_card
ORD-2024-00114,2024-01-10,CUST-1685,Antalya,TR,desktop,google,4,10737.94,1674.62,0,completed,bank_transfer
ORD-2024-00115,2024-01-10,CUST-0018,Gaziantep,TR,desktop,email,7,3800.58,848.5,0,cancelled,bank_transfer
ORD-2024-00116,2024-01-10,CUST-0696,Ankara,TR,mobile,organic,1,1512.87,286.13,0,completed,credit_card
ORD-2024-00117,2024-01-10,CUST-0869,Mersin,TR,mobile,meta,1,1633.38,351.83,0,completed,digital_wallet
ORD-2024-00118,2024-01-10,CUST-0493,Ankara,TR,desktop,meta,7,8722.37,348.32,0,completed,credit_card
ORD-2024-00119,2024-01-10,CUST-0390,Gaziantep,TR,mobile,meta,5,4913.8,695.57,0,completed,bank_transfer
ORD-2024-00120,2024-01-10,CUST-1221,Adana,TR,mobile,meta,6,11557.64,68.85,0,completed,credit_card
ORD-2024-00121,2024-01-10,CUST-1576,Izmir,TR,mobile,tiktok,5,4840.28,1074.84,0,completed,digital_wallet
ORD-2024-00122,2024-01-10,CUST-0009,Antalya,TR,tablet,meta,6,12555.28,1923.32,6301.06,refunded,digital_wallet
ORD-2024-00123,2024-01-10,CUST-0722,Adana,TR,tablet,email,6,9509.47,1601.28,9229.17,refunded,bank_transfer
ORD-2024-00124,2024-01-10,CUST-0582,Bursa,TR,mobile,organic,7,16527.3,868.43,0,completed,credit_card
ORD-2024-00125,2024-01-11,CUST-0006,Bursa,TR,mobile,direct,4,4731.86,1143.04,0,cancelled,credit_card
ORD-2024-00126,2024-01-11,CUST-1129,Antalya,TR,mobile,google,1,2951.02,4.38,0,completed,bank_transfer
ORD-2024-00127,2024-01-11,CUST-1800,Mersin,TR,desktop,google,7,7076.53,1302.04,3664.04,refunded,digital_wallet
ORD-2024-00128,2024-01-11,CUST-0215,Ankara,TR,mobile,tiktok,2,4948.45,0.66,0,completed,credit_card
ORD-2024-00129,2024-01-11,CUST-1192,Antalya,TR,desktop,google,4,694.42,27.83,0,completed,bank_transfer
ORD-2024-00130,2024-01-11,CUST-0386,Antalya,TR,mobile,google,5,9259.37,1316.03,0,completed,credit_card
ORD-2024-00131,2024-01-11,CUST-1043,Antalya,TR,mobile,organic,7,13275.57,246.12,0,completed,credit_card
ORD-2024-00132,2024-01-12,CUST-1289,Antalya,TR,mobile,meta,1,531.75,20.7,0,completed,credit_card
ORD-2024-00133,2024-01-12,CUST-0256,Izmir,TR,desktop,organic,5,9528.26,447.08,0,completed,credit_card
ORD-2024-00134,2024-01-12,CUST-0836,Konya,TR,mobile,google,6,15244.2,1564.08,13501.21,refunded,credit_card
ORD-2024-00135,2024-01-12,CUST-1287,Izmir,TR,mobile,tiktok,4,6284.02,1355.4,0,completed,credit_card
ORD-2024-00136,2024-01-12,CUST-1140,Bursa,TR,mobile,google,6,14529.73,1392.5,0,cancelled,credit_card
ORD-2024-00137,2024-01-12,CUST-0711,Ankara,TR,mobile,meta,7,6787.87,557.17,0,completed,credit_card
ORD-2024-00138,2024-01-12,CUST-1072,Istanbul,TR,mobile,direct,2,1913.06,348.02,0,completed,digital_wallet
ORD-2024-00139,2024-01-13,CUST-1321,Kayseri,TR,mobile,meta,5,9600.81,79.04,0,completed,bank_transfer
ORD-2024-00140,2024-01-13,CUST-0158,Istanbul,TR,desktop,google,4,9040.61,438.76,0,completed,digital_wallet
ORD-2024-00141,2024-01-13,CUST-0509,Izmir,TR,mobile,meta,3,5335.99,1179.6,0,completed,credit_card
ORD-2024-00142,2024-01-13,CUST-0735,Gaziantep,TR,mobile,direct,7,8908.94,2151.52,0,completed,credit_card
ORD-2024-00143,2024-01-13,CUST-0251,Kayseri,TR,desktop,email,5,6751.56,978.27,4387.36,refunded,credit_card
ORD-2024-00144,2024-01-13,CUST-0793,Bursa,TR,tablet,organic,1,1587.65,353.43,0,completed,credit_card
ORD-2024-00145,2024-01-13,CUST-0478,Kayseri,TR,mobile,google,3,1580.59,137.71,0,completed,credit_card
ORD-2024-00146,2024-01-13,CUST-1531,Konya,TR,tablet,organic,7,6278.04,449.44,0,cancelled,credit_card
ORD-2024-00147,2024-01-14,CUST-0080,Ankara,TR,mobile,google,2,2970.5,22.47,0,completed,credit_card
ORD-2024-00148,2024-01-14,CUST-1299,Izmir,TR,desktop,organic,5,5835.25,481.29,0,completed,digital_wallet
ORD-2024-00149,2024-01-14,CUST-1314,Bursa,TR,mobile,google,3,2619.06,101.52,0,completed,bank_transfer
ORD-2024-00150,2024-01-14,CUST-0187,Antalya,TR,mobile,email,1,3227.21,786.57,3001.12,refunded,credit_card
ORD-2024-00151,2024-01-14,CUST-0299,Bursa,TR,mobile,google,1,2496.31,64.43,0,cancelled,credit_card
ORD-2024-00152,2024-01-14,CUST-0769,Bursa,TR,mobile,organic,1,3304.54,755.1,0,completed,bank_transfer
ORD-2024-00153,2024-01-14,CUST-0561,Ankara,TR,mobile,organic,5,8015.02,595.76,5751.21,refunded,credit_card
ORD-2024-00154,2024-01-14,CUST-1497,Mersin,TR,desktop,meta,4,8722.62,518.89,0,completed,credit_card
ORD-2024-00155,2024-01-14,CUST-0645,Ankara,TR,desktop,google,7,13654.22,757.82,0,completed,bank_transfer
ORD-2024-00156,2024-01-14,CUST-1252,Ankara,TR,mobile,organic,1,1698.91,318.73,1525.82,refunded,bank_transfer
ORD-2024-00157,2024-01-14,CUST-0791,Adana,TR,mobile,meta,1,2736.32,94.46,0,completed,digital_wallet
ORD-2024-00158,2024-01-14,CUST-0427,Gaziantep,TR,desktop,direct,2,3313.57,299.81,0,completed,credit_card
ORD-2024-00159,2024-01-15,CUST-1044,Konya,TR,mobile,organic,6,1089.31,102.87,0,completed,digital_wallet
ORD-2024-00160,2024-01-15,CUST-1303,Antalya,TR,mobile,direct,4,7028.09,1020.8,0,completed,credit_card
ORD-2024-00161,2024-01-15,CUST-0506,Mersin,TR,mobile,email,7,3088.11,110.8,0,completed,digital_wallet
ORD-2024-00162,2024-01-15,CUST-1101,Bursa,TR,desktop,meta,4,1235.84,124.36,0,completed,digital_wallet
ORD-2024-00163,2024-01-15,CUST-1397,Istanbul,TR,mobile,google,6,3989.41,814.53,0,completed,credit_card
ORD-2024-00164,2024-01-15,CUST-0916,Gaziantep,TR,mobile,organic,4,1141.44,106.37,620.24,refunded,credit_card
ORD-2024-00165,2024-01-15,CUST-0857,Ankara,TR,mobile,google,1,3391.35,345.62,0,completed,digital_wallet
ORD-2024-00166,2024-01-16,CUST-1135,Kayseri,TR,mobile,google,2,1784.55,95.32,0,completed,credit_card
ORD-2024-00167,2024-01-16,CUST-1715,Konya,TR,mobile,google,3,2581.56,330.91,0,completed,bank_transfer
ORD-2024-00168,2024-01-16,CUST-1719,Konya,TR,mobile,google,6,14426.27,858.75,0,completed,credit_card
ORD-2024-00169,2024-01-16,CUST-1619,Kayseri,TR,mobile,google,1,393.68,8.13,0,completed,bank_transfer
ORD-2024-00170,2024-01-16,CUST-1417,Adana,TR,tablet,tiktok,6,5820.51,491.48,0,completed,credit_card
ORD-2024-00171,2024-01-16,CUST-1529,Bursa,TR,mobile,organic,7,7288.66,1633.3,0,completed,digital_wallet
ORD-2024-00172,2024-01-16,CUST-1255,Mersin,TR,mobile,bing,4,6906.8,1074.7,0,completed,credit_card
ORD-2024-00173,2024-01-16,CUST-0692,Istanbul,TR,mobile,meta,2,524.14,57.85,0,completed,credit_card
ORD-2024-00174,2024-01-16,CUST-1104,Adana,TR,desktop,google,2,3304.51,308.15,0,completed,credit_card
ORD-2024-00175,2024-01-16,CUST-1119,Konya,TR,mobile,organic,2,5005.86,784.44,0,cancelled,credit_card
ORD-2024-00176,2024-01-16,CUST-1573,Izmir,TR,desktop,tiktok,5,4803.13,539.57,2972.52,refunded,digital_wallet
ORD-2024-00177,2024-01-17,CUST-0599,Konya,TR,desktop,direct,4,10826.37,2476.24,0,cancelled,credit_card
ORD-2024-00178,2024-01-17,CUST-1756,Antalya,TR,desktop,organic,7,6840.21,898.06,0,completed,credit_card
ORD-2024-00179,2024-01-17,CUST-0232,Konya,TR,mobile,meta,5,1438.18,13.64,0,completed,digital_wallet
ORD-2024-00180,2024-01-17,CUST-0575,Adana,TR,desktop,organic,6,11649.04,2025.49,0,completed,credit_card
ORD-2024-00181,2024-01-17,CUST-0502,Bursa,TR,mobile,meta,6,11372.02,2634.61,0,completed,digital_wallet
ORD-2024-00182,2024-01-17,CUST-1068,Izmir,TR,mobile,meta,6,8326.55,1422.72,0,completed,digital_wallet
ORD-2024-00183,2024-01-17,CUST-0050,Bursa,TR,mobile,direct,7,3700.94,771.52,3181.02,refunded,credit_card
ORD-2024-00184,2024-01-17,CUST-1065,Antalya,TR,mobile,google,3,6479.46,713.6,0,completed,credit_card
ORD-2024-00185,2024-01-17,CUST-1313,Gaziantep,TR,mobile,google,2,622.9,104.61,0,completed,credit_card
ORD-2024-00186,2024-01-17,CUST-1660,Konya,TR,mobile,organic,1,533.72,103.77,0,cancelled,bank_transfer
ORD-2024-00187,2024-01-17,CUST-1539,Kayseri,TR,mobile,google,4,4067.69,109.3,0,completed,bank_transfer
ORD-2024-00188,2024-01-18,CUST-1716,Antalya,TR,desktop,email,3,5231.81,459.7,0,completed,credit_card
ORD-2024-00189,2024-01-18,CUST-0319,Ankara,TR,desktop,google,2,1876.43,222.47,0,completed,credit_card
ORD-2024-00190,2024-01-18,CUST-1479,Bursa,TR,mobile,email,1,3426.74,202.44,0,completed,digital_wallet
ORD-2024-00191,2024-01-18,CUST-1638,Izmir,TR,desktop,bing,1,1611.74,181.29,0,completed,bank_transfer
ORD-2024-00192,2024-01-18,CUST-1058,Kayseri,TR,desktop,google,1,3442.69,567.76,0,completed,credit_card
ORD-2024-00193,2024-01-18,CUST-1363,Bursa,TR,mobile,organic,2,2569.81,326.44,0,cancelled,credit_card
ORD-2024-00194,2024-01-18,CUST-0310,Konya,TR,desktop,google,5,9997.28,2255.52,0,cancelled,digital_wallet
ORD-2024-00195,2024-01-18,CUST-1415,Bursa,TR,mobile,organic,4,3825.92,484.82,0,completed,credit_card
ORD-2024-00196,2024-01-18,CUST-0232,Kayseri,TR,desktop,email,4,5618.68,47.27,0,completed,credit_card
ORD-2024-00197,2024-01-18,CUST-1073,Ankara,TR,mobile,organic,4,2680.95,663.61,0,completed,bank_transfer
ORD-2024-00198,2024-01-19,CUST-1410,Izmir,TR,desktop,google,2,2705.3,504.83,0,completed,bank_transfer
ORD-2024-00199,2024-01-19,CUST-1441,Konya,TR,mobile,google,6,1012.3,240.29,907.03,refunded,credit_card
ORD-2024-00200,2024-01-19,CUST-0475,Istanbul,TR,desktop,email,7,3210.28,39.38,0,completed,credit_card
ORD-2024-00201,2024-01-19,CUST-0073,Adana,TR,desktop,meta,4,7707.35,1741.99,0,completed,digital_wallet
ORD-2024-00202,2024-01-19,CUST-1158,Antalya,TR,desktop,email,3,5811.47,1159.45,0,completed,credit_card
ORD-2024-00203,2024-01-19,CUST-1290,Bursa,TR,mobile,email,2,1686.73,309.47,0,completed,credit_card
ORD-2024-00204,2024-01-19,CUST-0823,Gaziantep,TR,desktop,email,5,9149.42,1843.32,0,cancelled,credit_card
ORD-2024-00205,2024-01-19,CUST-1015,Istanbul,TR,desktop,meta,5,2312.71,13.3,0,completed,credit_card
ORD-2024-00206,2024-01-19,CUST-0147,Bursa,TR,mobile,organic,5,12001.82,2213.72,0,cancelled,digital_wallet
ORD-2024-00207,2024-01-19,CUST-0402,Ankara,TR,desktop,meta,5,10886.06,343.37,0,completed,bank_transfer
ORD-2024-00208,2024-01-19,CUST-0821,Gaziantep,TR,mobile,meta,3,5511.19,712.68,3350.53,refunded,credit_card
ORD-2024-00209,2024-01-19,CUST-0143,Bursa,TR,mobile,organic,2,1641.52,176.13,0,completed,digital_wallet
ORD-2024-00210,2024-01-19,CUST-0466,Bursa,TR,mobile,meta,2,4720.2,625.73,0,completed,bank_transfer
ORD-2024-00211,2024-01-20,CUST-1644,Konya,TR,mobile,direct,6,5095.59,967.95,0,completed,credit_card
ORD-2024-00212,2024-01-20,CUST-1008,Bursa,TR,desktop,meta,6,14224.96,1951.11,0,completed,credit_card
ORD-2024-00213,2024-01-20,CUST-0681,Ankara,TR,desktop,organic,2,2242.92,253.63,0,completed,bank_transfer
ORD-2024-00214,2024-01-20,CUST-0074,Bursa,TR,desktop,tiktok,6,635.52,31.68,0,cancelled,credit_card
ORD-2024-00215,2024-01-20,CUST-0315,Adana,TR,desktop,google,3,7953.83,118.18,0,completed,credit_card
ORD-2024-00216,2024-01-20,CUST-1687,Mersin,TR,mobile,google,4,4567.3,412.79,0,completed,digital_wallet
ORD-2024-00217,2024-01-20,CUST-0722,Kayseri,TR,mobile,organic,2,1629.48,364.83,0,completed,bank_transfer
ORD-2024-00218,2024-01-20,CUST-0807,Izmir,TR,mobile,direct,3,6929.56,64.94,0,completed,credit_card
ORD-2024-00219,2024-01-20,CUST-0927,Bursa,TR,mobile,meta,1,332.28,18.22,0,completed,digital_wallet
ORD-2024-00220,2024-01-20,CUST-1688,Adana,TR,mobile,email,1,2794.87,456.94,0,completed,credit_card
ORD-2024-00221,2024-01-20,CUST-0617,Adana,TR,mobile,tiktok,5,12951.12,2641.35,0,completed,credit_card
ORD-2024-00222,2024-01-20,CUST-0528,Adana,TR,mobile,meta,3,299.51,70.87,0,completed,bank_transfer
ORD-2024-00223,2024-01-20,CUST-0192,Ankara,TR,desktop,google,7,10267.32,1828.8,0,completed,bank_transfer
ORD-2024-00224,2024-01-20,CUST-0073,Kayseri,TR,mobile,bing,7,5065.94,720.86,0,completed,credit_card
ORD-2024-00225,2024-01-20,CUST-1672,Ankara,TR,mobile,google,1,2453.35,474.3,0,completed,bank_transfer
