date,source,medium,channel_group,sessions,users,new_users,bounce_rate,avg_session_duration,pages_per_session,pages_viewed,conversions,revenue
2024-01-03,tiktok,cpc,Paid Social,1820,1398,1058,58.74,204.56,4.9,8921,70,27430.64
2024-01-03,bing,cpc,Paid Search,2162,1939,1070,62.11,129.87,6.45,13946,55,45037.54
2024-01-04,google,cpc,Paid Search,2070,1558,1206,54.86,213.38,3.4,7040,143,29221.15
2024-01-04,google,organic,Organic Search,1754,1558,942,45.83,215.08,4.33,7598,89,42737.56
2024-01-04,facebook,cpc,Paid Social,1204,924,535,53.66,212.51,2.23,2684,68,18414.66
2024-01-04,instagram,cpc,Paid Social,1730,1340,990,35.19,176.54,2.57,4447,130,59164.14
2024-01-04,email,email,Email,2027,1588,962,63.49,89.38,3.43,6953,154,92458.31
2024-01-04,direct,none,Direct,2259,1868,1412,48.62,212.3,6,13557,121,80923.78
2024-01-04,tiktok,cpc,Paid Social,659,534,341,40.41,205.24,1.94,1279,24,19718.09
2024-01-04,bing,cpc,Paid Search,706,643,466,51.05,275.66,2.3,1624,38,20908.34
2024-01-05,google,cpc,Paid Search,466,399,263,46.7,78.09,3.03,1414,43,20274.94
2024-01-05,google,organic,Organic Search,1831,1539,893,38.92,263.34,4.48,8206,142,100968.4
2024-01-05,facebook,cpc,Paid Social,1717,1306,1037,32.02,70.83,6.26,10753,49,34780.52
2024-01-05,instagram,cpc,Paid Social,891,807,565,66.8,309.82,6.13,5462,40,29164.06
2024-01-05,email,email,Email,912,774,507,42.23,210.7,3.97,3623,68,31142.72
2024-01-05,direct,none,Direct,1909,1682,1272,42.26,105.17,6.07,11591,62,13395.22
2024-01-05,tiktok,cpc,Paid Social,921,845,474,28.5,263.5,4.68,4311,30,26119.43
2024-01-05,bing,cpc,Paid Search,1631,1374,1031,36.54,171.53,2.75,4487,120,109019.65
2024-01-06,google,cpc,Paid Search,2017,1847,1076,45.13,249.92,3.01,6072,109,28586.32
2024-01-06,google,organic,Organic Search,1802,1621,968,43.88,129.52,2.06,3713,117,51841.92
2024-01-06,facebook,cpc,Paid Social,1995,1580,961,54.01,257.04,5.26,10497,57,30406.86
2024-01-06,instagram,cpc,Paid Social,480,365,226,51.24,148.04,4.11,1976,20,14233.81
2024-01-06,email,email,Email,764,609,425,28.04,186.63,2.49,1903,49,46303.52
2024-01-06,direct,none,Direct,2061,1689,1245,45.97,207.41,4.21,8678,23,21761.15
2024-01-06,tiktok,cpc,Paid Social,1477,1111,667,67.9,132.49,4.82,7119,82,67986.5
2024-01-06,bing,cpc,Paid Search,2048,1766,1382,65.79,267.89,4.93,10101,88,41789.24
2024-01-07,google,cpc,Paid Search,1934,1635,930,43.23,186.44,3.19,6169,147,120286.83
2024-01-07,google,organic,Organic Search,2415,1813,1041,53.06,252.19,2.25,5435,206,81910.76
2024-01-07,facebook,cpc,Paid Social,1741,1474,1150,51.68,317.06,3.96,6896,76,66344.61
2024-01-07,instagram,cpc,Paid Social,1621,1231,815,52.58,96.02,5.75,9325,85,67171.33
2024-01-07,email,email,Email,346,317,184,35.21,206.69,3.73,1292,5,4624.1
2024-01-07,direct,none,Direct,1169,1069,831,44.18,250.93,2.26,2643,64,18179.56
2024-01-07,tiktok,cpc,Paid Social,672,574,453,66.66,139.06,3.77,2533,45,41402.12
2024-01-07,bing,cpc,Paid Search,451,391,281,48.13,226.5,5.23,2361,16,9434.16
2024-01-08,google,cpc,Paid Search,574,495,382,60.09,243.78,2.98,1712,16,8221.34
2024-01-08,google,organic,Organic Search,823,726,417,60.88,204.88,3.41,2809,31,18210.29
2024-01-08,facebook,cpc,Paid Social,2082,1816,1256,65.3,228.23,4.14,8621,82,45150.89
2024-01-08,instagram,cpc,Paid Social,1362,1105,674,33.75,232.06,4.4,5996,79,35233.66
2024-01-08,email,email,Email,1758,1392,841,30.58,272.45,5.68,9987,87,73302.35
2024-01-08,direct,none,Direct,711,541,373,65.91,220.29,4.11,2923,34,23327.55
2024-01-08,tiktok,cpc,Paid Social,2010,1545,1072,28.02,74.44,5.98,12022,70,27849.45
2024-01-08,bing,cpc,Paid Search,1547,1284,934,66.6,195.66,3.29,5089,58,50959.18
2024-01-09,google,cpc,Paid Search,2078,1787,1300,40.07,274.69,3.3,6858,199,79701.8
2024-01-09,google,organic,Organic Search,377,315,185,58.6,139.2,3.88,1463,8,4559.45
2024-01-09,facebook,cpc,Paid Social,641,530,382,42.66,268.48,5.95,3819,15,12424.65
2024-01-09,instagram,cpc,Paid Social,1355,1178,689,55.4,254.71,5.49,7443,74,64994.24
2024-01-09,email,email,Email,1019,771,583,44.11,129.66,2.81,2865,70,27443.23
2024-01-09,direct,none,Direct,674,522,349,30.74,70.49,3.04,2049,10,7984.54
2024-01-09,tiktok,cpc,Paid Social,1299,1135,820,43.97,263.66,6.24,8107,28,5487.88
2024-01-09,bing,cpc,Paid Search,893,703,544,60.3,200.25,2.73,2438,50,10465.25
2024-01-10,google,cpc,Paid Search,1376,1247,830,64.46,258.44,2.1,2891,86,25315.7
2024-01-10,google,organic,Organic Search,537,413,323,33.02,166.23,2.25,1209,52,21455.88
2024-01-10,facebook,cpc,Paid Social,2302,1850,1349,65.44,112.05,3.9,8978,124,25665.6
2024-01-10,instagram,cpc,Paid Social,749,607,428,60.35,288.56,4.88,3658,43,18937.68
2024-01-10,email,email,Email,896,804,518,43.99,280.54,2.48,2223,32,15899.99
2024-01-10,direct,none,Direct,860,749,450,47.27,237.99,4.2,3613,28,18091.03
2024-01-10,tiktok,cpc,Paid Social,2293,2058,1369,40.67,313.6,2.52,5780,173,153524.2
2024-01-10,bing,cpc,Paid Search,2444,2170,1319,53.06,140.75,3.3,8066,93,66965.97
2024-01-11,google,cpc,Paid Search,961,849,640,33.12,247.76,4.54,4363,46,23744.41
2024-01-11,google,organic,Organic Search,1639,1242,741,55.71,294.51,6.19,10147,54,23290.37
2024-01-11,facebook,cpc,Paid Social,1071,836,519,63.28,184.79,5,5358,20,17723.93
2024-01-11,instagram,cpc,Paid Social,1273,1116,831,42.66,209.15,2.5,3183,92,75049.58
2024-01-11,email,email,Email,1867,1426,1021,58.03,186.23,3.16,5901,105,70276.52
2024-01-11,direct,none,Direct,384,326,201,62.46,270.51,5.37,2063,16,14440.78
2024-01-11,tiktok,cpc,Paid Social,2078,1909,1070,30.48,148.1,4.71,9788,101,64686.83
2024-01-11,bing,cpc,Paid Search,1610,1382,907,42,173.68,4.66,7505,87,50541
2024-01-12,google,cpc,Paid Search,423,353,223,51.06,87.68,4.31,1825,10,4654.45
2024-01-12,google,organic,Organic Search,1010,802,501,28.8,221,4.01,4053,34,9413.1
2024-01-12,facebook,cpc,Paid Social,1222,1037,736,37.44,276.76,4.02,4913,94,82327.83
2024-01-12,instagram,cpc,Paid Social,1524,1253,852,61.45,117.66,2.45,3735,20,15324.63
2024-01-12,email,email,Email,2279,1853,1100,61.81,194.03,2.65,6039,75,40282.97
2024-01-12,direct,none,Direct,788,688,485,56.29,253.91,4.51,3557,15,4035.11
2024-01-12,tiktok,cpc,Paid Social,2302,1769,1143,61.43,253.02,3.06,7045,136,125683.81
2024-01-12,bing,cpc,Paid Search,606,516,394,39.09,120.62,4.5,2727,34,23504.2
2024-01-13,google,cpc,Paid Search,1528,1255,815,44.45,280.77,5.72,8744,26,14357.41
2024-01-13,google,organic,Organic Search,1369,1050,684,35.41,289.1,4.93,6750,108,74759.8
2024-01-13,facebook,cpc,Paid Social,1038,858,649,42.22,94.31,4.32,4487,16,8650.08
2024-01-13,instagram,cpc,Paid Social,2092,1917,1135,62.69,69.5,4.49,9394,23,19506.06
2024-01-13,email,email,Email,700,596,444,37.98,92.03,5.97,4183,13,8930.53
2024-01-13,direct,none,Direct,993,850,472,57,126.72,4.8,4771,45,40851.4
2024-01-13,tiktok,cpc,Paid Social,1889,1576,934,28.63,289.28,6.39,12072,150,131090.63
2024-01-13,bing,cpc,Paid Search,1944,1462,919,33.94,285.74,3.58,6961,75,36598.4
2024-01-14,google,cpc,Paid Search,991,806,533,28.43,256.16,4.88,4840,24,22691
2024-01-14,google,organic,Organic Search,1498,1361,973,53.92,303.77,2.55,3821,132,73265.13
2024-01-14,facebook,cpc,Paid Social,2173,1890,1181,63.61,165.03,4.84,10519,23,4806.43
2024-01-14,instagram,cpc,Paid Social,1628,1245,850,56.76,200.18,5.33,8678,122,23615.1
2024-01-14,email,email,Email,1325,1014,672,29.74,193.57,3.74,4958,56,51477.29
2024-01-14,direct,none,Direct,2212,2000,1583,29.57,249.15,3.94,8715,32,6578.56
2024-01-14,tiktok,cpc,Paid Social,1062,911,532,61.65,141.82,2.85,3028,83,22495.67
2024-01-14,bing,cpc,Paid Search,510,383,218,43.74,244.16,4.43,2260,39,29854.53
2024-01-15,google,cpc,Paid Search,2091,1683,1322,62.05,307.96,5.23,10939,85,37493.41
2024-01-15,google,organic,Organic Search,1647,1286,771,47.18,196.57,5.91,9738,62,20598.78
2024-01-15,facebook,cpc,Paid Social,1901,1531,1104,66.37,248.92,4.96,9433,22,14446.48
2024-01-15,instagram,cpc,Paid Social,1547,1253,691,45.08,60.04,5.2,8044,87,78447.85
2024-01-15,email,email,Email,436,350,237,43.13,309.49,5.65,2463,23,19269.21
2024-01-15,direct,none,Direct,1154,970,558,38.95,253.18,3.42,3947,76,61612.58
2024-01-15,tiktok,cpc,Paid Social,598,535,394,54.41,250.23,2.99,1789,14,12549.6
2024-01-15,bing,cpc,Paid Search,522,435,276,67.43,109.16,3.09,1615,12,4219.56
2024-01-16,google,cpc,Paid Search,582,512,409,31.08,135.45,4.2,2446,14,11070.42
2024-01-16,google,organic,Organic Search,2016,1539,955,48.45,156.41,2.27,4577,200,68399.14
2024-01-16,facebook,cpc,Paid Social,1072,932,699,29.56,72.92,2.52,2702,52,31115.72
2024-01-16,instagram,cpc,Paid Social,2418,2224,1315,30.86,221.04,3.12,7545,51,11320.99
2024-01-16,email,email,Email,583,487,333,29.18,282.86,2.12,1236,6,4863.48
2024-01-16,direct,none,Direct,478,434,275,35.08,266.48,2.01,960,23,14181.09
2024-01-16,tiktok,cpc,Paid Social,1769,1411,997,38.24,285.02,2.76,4884,140,82704.41
2024-01-16,bing,cpc,Paid Search,2197,1904,1065,50.11,189.2,4.6,10107,149,52464.91
2024-01-17,google,cpc,Paid Search,574,492,348,41.75,166.3,4.36,2502,35,10775.59
2024-01-17,google,organic,Organic Search,1444,1256,821,66.9,195.01,6.15,8885,33,7932.13
2024-01-17,facebook,cpc,Paid Social,1333,1065,657,29.24,282.64,5.67,7560,37,6926.53
2024-01-17,instagram,cpc,Paid Social,659,517,377,41.01,142.07,4.94,3257,49,42314.82
2024-01-17,email,email,Email,976,859,618,35.33,296.24,2.78,2714,54,15473.1
2024-01-17,direct,none,Direct,2314,2105,1643,38.83,106.65,5.98,13843,183,167468.92
2024-01-17,tiktok,cpc,Paid Social,445,390,276,67.22,262.33,3.43,1527,30,8700.94
2024-01-17,bing,cpc,Paid Search,2029,1709,1186,45.13,297.95,5.39,10941,154,30595.71
2024-01-18,google,cpc,Paid Search,2246,2025,1517,29.06,108.66,5.03,11298,107,38686.32
2024-01-18,google,organic,Organic Search,1932,1603,887,50.81,147.99,3.69,7131,32,20232.42
2024-01-18,facebook,cpc,Paid Social,359,292,171,63.05,243.08,5.49,1971,9,2921.06
2024-01-18,instagram,cpc,Paid Social,1910,1481,827,64.95,131.45,6.42,12268,131,100655.74
2024-01-18,email,email,Email,2311,2031,1204,45.2,141.63,2.86,6610,62,40595
2024-01-18,direct,none,Direct,638,551,350,40.37,177.59,5.48,3498,29,18436.39
2024-01-18,tiktok,cpc,Paid Social,1954,1654,1064,44.22,211.39,3.33,6508,65,39208.99
2024-01-18,bing,cpc,Paid Search,436,382,252,43.74,72.15,2.21,963,11,9592.91
2024-01-19,google,cpc,Paid Search,509,463,284,59.92,247.86,2.56,1304,26,16071.91
2024-01-19,google,organic,Organic Search,756,694,426,47.58,174.05,2.12,1604,41,26321.85
2024-01-19,facebook,cpc,Paid Social,473,434,288,47.88,288.58,4.94,2341,15,13810.34
2024-01-19,instagram,cpc,Paid Social,1104,982,663,46.43,141.99,2.14,2363,14,5068.89
2024-01-19,email,email,Email,1849,1571,915,32.74,165.61,3.64,6731,76,28221.94
2024-01-19,direct,none,Direct,2230,1977,1356,44.52,88.22,5.93,13229,66,18889.99
2024-01-19,tiktok,cpc,Paid Social,288,244,146,65.03,304.27,4.06,1170,16,13246.09
2024-01-19,bing,cpc,Paid Search,1318,1047,748,53.89,213.06,2.19,2886,82,74140.32
2024-01-20,google,cpc,Paid Search,532,479,351,57.09,233.04,6.31,3361,46,43367.41
2024-01-20,google,organic,Organic Search,2338,1899,1379,46.71,78.27,4.38,10243,132,52906.67
2024-01-20,facebook,cpc,Paid Social,2202,1827,1284,54.74,291.98,2.09,4604,140,58577.51
2024-01-20,instagram,cpc,Paid Social,428,352,247,56.58,168.67,3.22,1379,10,5765.94
2024-01-20,email,email,Email,1517,1194,920,45.6,285.12,6.04,9166,78,59112.21
2024-01-20,direct,none,Direct,2332,1859,1174,50.57,102.4,5.38,12548,152,59262.37
2024-01-20,tiktok,cpc,Paid Social,1668,1499,1058,42.17,216.98,1.85,3085,28,21566.62
2024-01-20,bing,cpc,Paid Search,606,554,388,56.46,116.55,4.76,2885,37,20906.11
2024-01-21,google,cpc,Paid Search,793,723,449,62.85,108,3.66,2905,42,10985.98
2024-01-21,google,organic,Organic Search,1261,1124,851,33.33,212.44,3.61,4553,86,36628.36
2024-01-21,facebook,cpc,Paid Social,1294,1026,625,56.53,243.67,2.85,3688,56,34598.36
2024-01-21,instagram,cpc,Paid Social,959,750,502,54.36,105.8,1.82,1746,35,20715.09
2024-01-21,email,email,Email,1535,1347,795,63.32,75.78,2.97,4561,111,28044.15
2024-01-21,direct,none,Direct,742,667,422,47.09,211.51,2.67,1981,25,13020.81
2024-01-21,tiktok,cpc,Paid Social,1488,1266,718,56.02,180.64,2.01,2991,30,6328.47
2024-01-21,bing,cpc,Paid Search,2169,1740,1154,56.78,274.99,2.16,4685,94,18730.55
2024-01-22,google,cpc,Paid Search,1055,939,730,39.85,305.29,6.1,6439,93,67096.18
2024-01-22,google,organic,Organic Search,1217,1068,835,48.47,114.05,5.66,6889,117,89315.38
2024-01-22,facebook,cpc,Paid Social,1094,966,719,48.64,155.76,5.27,5769,15,7048.84
2024-01-22,instagram,cpc,Paid Social,2202,1960,1205,38.24,305.82,4.94,10878,160,57606.45
2024-01-22,email,email,Email,2443,2165,1466,58.73,89.59,4.2,10260,49,19796.7
2024-01-22,direct,none,Direct,1789,1465,1101,45.32,135.26,4.53,8105,87,56589.81
2024-01-22,tiktok,cpc,Paid Social,2084,1733,1317,36.1,289.42,5.72,11923,150,70814.95
2024-01-22,bing,cpc,Paid Search,1432,1160,878,58.88,201.99,5.12,7336,71,42214.53
2024-01-23,google,cpc,Paid Search,2237,1806,1227,40.07,182.03,3.56,7966,193,91414.3
2024-01-23,google,organic,Organic Search,2170,1789,983,41.45,211.44,4.95,10741,185,162556.25
2024-01-23,facebook,cpc,Paid Social,2267,1730,1198,38.82,60.15,2.58,5849,161,49442.99
2024-01-23,instagram,cpc,Paid Social,1712,1339,971,32.63,299.13,6.04,10341,118,99695.69
2024-01-23,email,email,Email,1986,1649,1104,34.48,284.51,3.97,7886,22,16085.05
2024-01-23,direct,none,Direct,1704,1282,756,63.75,146.92,4.22,7192,131,101515.41
2024-01-23,tiktok,cpc,Paid Social,475,413,312,60.56,222.34,3.45,1639,25,17184.25
2024-01-23,bing,cpc,Paid Search,1198,987,789,59.8,177.64,2.39,2864,47,30861.74
2024-01-24,google,cpc,Paid Search,1552,1358,829,30.6,89.49,4.22,6551,53,35994.09
2024-01-24,google,organic,Organic Search,1228,1040,665,29.63,218.63,2.91,3574,75,54195.29
2024-01-24,facebook,cpc,Paid Social,863,741,419,42.9,295.81,5.25,4531,18,8047.04
2024-01-24,instagram,cpc,Paid Social,2248,1946,1510,62.57,210.79,5.11,11489,163,110910.57
2024-01-24,email,email,Email,443,343,232,57.48,162.16,5.54,2454,15,13321.03
2024-01-24,direct,none,Direct,1839,1462,1073,37.4,218.43,2.46,4525,94,49698.24
2024-01-24,tiktok,cpc,Paid Social,1976,1816,1291,57.33,249.76,4.93,9745,110,78110.66
2024-01-24,bing,cpc,Paid Search,1570,1440,904,39.61,268.57,3.14,4930,118,42955.54
2024-01-25,google,cpc,Paid Search,1327,1102,880,51.48,168.21,4.96,6582,30,28072.24
2024-01-25,google,organic,Organic Search,1036,844,582,51.41,74.28,5.89,6102,62,14907.65
2024-01-25,facebook,cpc,Paid Social,669,541,345,36.59,146.41,5.87,3928,51,29509.15
2024-01-25,instagram,cpc,Paid Social,1877,1512,1059,35.08,319.71,5.02,9424,42,14273.19
2024-01-25,email,email,Email,2447,2116,1323,44.18,263.71,5.96,14585,66,47640.33
2024-01-25,direct,none,Direct,908,763,602,67.72,132.35,5.96,5415,46,41340.27
2024-01-25,tiktok,cpc,Paid Social,1492,1220,672,32.69,142.72,2.84,4238,34,10612.84
2024-01-25,bing,cpc,Paid Search,2177,1932,1391,33.18,200.89,4.74,10318,75,64931.02
2024-01-26,google,cpc,Paid Search,912,755,595,53.6,81.82,2.5,2282,25,11251.5
2024-01-26,google,organic,Organic Search,2067,1832,1269,35.63,220.73,2.39,4940,143,107351.85
2024-01-26,facebook,cpc,Paid Social,1151,918,570,65.38,168.84,5.27,6068,71,66831.87
2024-01-26,instagram,cpc,Paid Social,1473,1277,954,52.61,75.7,2.29,3374,41,22872.37
2024-01-26,email,email,Email,1777,1491,939,30.11,122.19,4.52,8033,102,49162.46
2024-01-26,direct,none,Direct,1070,851,635,46.76,114.65,4.32,4623,28,9554.42
2024-01-26,tiktok,cpc,Paid Social,1822,1486,1020,64.99,307.99,5.47,9970,131,33267.88
2024-01-26,bing,cpc,Paid Search,1677,1513,1021,53.69,196.6,5.93,9945,121,56071.42
2024-01-27,google,cpc,Paid Search,834,667,500,59.03,192.51,3.64,3037,55,18967.4
2024-01-27,google,organic,Organic Search,548,439,265,53.15,97.11,2.4,1315,50,26423.81
2024-01-27,facebook,cpc,Paid Social,2107,1867,1316,55.92,128.05,5.14,10829,149,94290.26
2024-01-27,instagram,cpc,Paid Social,441,400,318,51.29,201.41,5.72,2526,35,28424.73
2024-01-27,email,email,Email,1910,1506,897,30.26,88.22,5.18,9895,141,124358.96
2024-01-27,direct,none,Direct,2062,1756,1304,38.59,247.26,3.74,7712,66,45114.61
2024-01-27,tiktok,cpc,Paid Social,1082,982,561,46.19,237.84,2.91,3149,31,9938.04
2024-01-27,bing,cpc,Paid Search,417,321,215,59.43,215.89,1.84,768,24,14524.59
2024-01-28,google,cpc,Paid Search,1959,1656,934,64.84,139.19,1.89,3704,67,49133.85
2024-01-28,google,organic,Organic Search,514,400,264,37.73,319.63,5.34,2747,22,12035.46
2024-01-28,facebook,cpc,Paid Social,539,474,294,67.82,88.16,1.89,1018,34,20973.66
2024-01-28,instagram,cpc,Paid Social,1757,1430,794,66.59,297.19,5.76,10124,135,76284.97
2024-01-28,email,email,Email,1950,1505,970,60.54,93.85,6.44,12563,74,63002.65
2024-01-28,direct,none,Direct,2446,1844,1465,62.11,312.06,3.09,7559,162,36955.72
2024-01-28,tiktok,cpc,Paid Social,1216,966,727,52.3,200.28,4.23,5146,63,52869.03
2024-01-28,bing,cpc,Paid Search,1782,1631,906,63.99,264.02,3.65,6507,115,99563.13
2024-01-29,google,cpc,Paid Search,1798,1373,851,56.95,240.34,2.25,4047,110,56468.83
2024-01-29,google,organic,Organic Search,2344,1850,1288,58.36,157.95,5.89,13807,60,37931.01
2024-01-29,facebook,cpc,Paid Social,594,487,284,45.15,66.38,4.34,2579,44,17806.66
2024-01-29,instagram,cpc,Paid Social,1342,1058,767,60.19,260.53,3.25,4363,103,88189.79
2024-01-29,email,email,Email,2101,1690,1256,59.93,258.11,2.94,6178,78,54114.84
2024-01-29,direct,none,Direct,1223,948,567,65.73,90.97,4.66,5701,36,30940.53
2024-01-29,tiktok,cpc,Paid Social,1834,1420,888,51.19,273.86,2.41,4421,32,11132.19
2024-01-29,bing,cpc,Paid Search,436,334,188,65.63,263.3,4.77,2080,13,8774.71
2024-01-30,google,cpc,Paid Search,1098,834,488,49.93,294,3.76,4129,79,67293.54
2024-01-30,google,organic,Organic Search,414,375,265,28.13,192.83,4.3,1781,17,5971.64
2024-01-30,facebook,cpc,Paid Social,1147,950,647,64.76,249.24,2.27,2604,62,45820.82
2024-01-30,instagram,cpc,Paid Social,871,758,464,59.87,291.62,3,2614,22,18184.89
2024-01-30,email,email,Email,1622,1382,956,32.43,84.35,3.28,5322,47,30786.03
2024-01-30,direct,none,Direct,1659,1422,1130,42.52,119.17,3.83,6353,59,27417.26
2024-01-30,tiktok,cpc,Paid Social,2198,1724,1043,42.14,217.88,4.73,10396,76,16013.22
2024-01-30,bing,cpc,Paid Search,1106,947,602,37.56,61.15,5.6,6197,61,49570.38
2024-01-31,google,cpc,Paid Search,1432,1247,809,36.8,295.69,3.41,4886,50,42008.58
2024-01-31,google,organic,Organic Search,553,447,356,53.8,188.15,3.37,1863,33,8340.08
2024-01-31,facebook,cpc,Paid Social,1892,1482,1143,37.06,289.38,3.58,6773,94,77281.69
2024-01-31,instagram,cpc,Paid Social,1306,1102,825,32.6,316.96,3.2,4182,64,40847.43
2024-01-31,email,email,Email,909,781,489,56.99,297.56,4.83,4391,49,36107.45
2024-01-31,direct,none,Direct,793,721,502,36.36,187.56,2.1,1665,40,35385.79
2024-01-31,tiktok,cpc,Paid Social,2109,1672,1297,32.44,193.5,1.93,4071,153,94032.3
2024-01-31,bing,cpc,Paid Search,2055,1833,1318,50.46,82.54,6.35,13050,153,56912.37
2024-02-01,google,cpc,Paid Search,2620,2350,1683,42.45,91.87,3.28,8595,47,24464.33
2024-02-01,google,organic,Organic Search,667,523,354,35.67,187.14,5.77,3851,56,49864.32
2024-02-01,facebook,cpc,Paid Social,984,816,480,54.59,257.38,4.67,4595,71,48978.8
2024-02-01,instagram,cpc,Paid Social,2286,2019,1282,29.32,311.75,4.06,9281,84,77511.74
2024-02-01,email,email,Email,804,647,417,47.15,181.4,5.58,4490,40,25889.91
2024-02-01,direct,none,Direct,2005,1562,1163,66.3,149.14,3.2,6417,74,14413.59
2024-02-01,tiktok,cpc,Paid Social,1969,1733,1291,33.03,264.42,4.19,8252,22,9575.78
2024-02-01,bing,cpc,Paid Search,975,732,548,33.23,317.69,4.01,3912,71,40822.56
2024-02-02,google,cpc,Paid Search,818,651,445,47.61,144.25,5.59,4574,10,2981.62
2024-02-02,google,organic,Organic Search,991,760,553,54.11,175.05,4.37,4332,14,10086.25
2024-02-02,facebook,cpc,Paid Social,1499,1161,680,64.72,296.85,5.78,8665,22,10816.77
2024-02-02,instagram,cpc,Paid Social,2496,1992,1240,30.22,79.7,4.15,10361,57,13288.29
2024-02-02,email,email,Email,529,446,355,56.83,299.53,6.44,3409,30,22757.58
2024-02-02,direct,none,Direct,1015,843,611,64.04,283.62,5.93,6021,68,55984.74
2024-02-02,tiktok,cpc,Paid Social,1377,1068,623,59.49,301.43,6.32,8702,39,9523.22
2024-02-02,bing,cpc,Paid Search,1546,1265,835,44.59,97.69,3.06,4732,46,20388.83
2024-02-03,google,cpc,Paid Search,1976,1797,1323,38.02,234.49,5.61,11086,137,52201.07
2024-02-03,google,organic,Organic Search,2562,1942,1357,47.28,76.49,4.71,12067,116,44495.5
2024-02-03,facebook,cpc,Paid Social,2150,1887,1132,34.16,215.12,5.58,11998,76,17884.76
2024-02-03,instagram,cpc,Paid Social,2250,1993,1391,67.99,267.58,4.46,10038,140,112784.08
2024-02-03,email,email,Email,2166,1885,1421,34.78,251.41,5.17,11198,124,42442.42
2024-02-03,direct,none,Direct,2438,2018,1146,53.98,299.64,5.26,12825,55,15593.34
2024-02-03,tiktok,cpc,Paid Social,2205,1671,1225,58.21,89.38,5.87,12943,72,16913.65
2024-02-03,bing,cpc,Paid Search,1113,838,603,37.65,87.96,2.56,2849,13,5153.69
2024-02-04,google,cpc,Paid Search,1577,1255,846,57.14,233.62,5.95,9384,106,22590.5
2024-02-04,google,organic,Organic Search,666,523,388,39.46,127.25,3.63,2417,14,8443.3
2024-02-04,facebook,cpc,Paid Social,2413,2077,1383,59.57,285.62,6.4,15446,66,60851
2024-02-04,instagram,cpc,Paid Social,466,377,260,41.53,236.2,2.35,1096,35,17994.87
2024-02-04,email,email,Email,2109,1840,1027,66.35,306.04,4.76,10042,102,78276.87
2024-02-04,direct,none,Direct,1269,1059,794,53.1,246.37,3.48,4416,97,35727.4
2024-02-04,tiktok,cpc,Paid Social,1423,1182,917,29.18,120.19,2.81,4000,44,24792.23
2024-02-04,bing,cpc,Paid Search,2418,1979,1427,29.92,233.14,2.75,6649,182,136318.1
2024-02-05,google,cpc,Paid Search,705,548,411,43.99,303.28,2.48,1750,68,55375.82
2024-02-05,google,organic,Organic Search,2247,1792,1088,53.6,251.56,6.48,14560,216,164132.54
2024-02-05,facebook,cpc,Paid Social,1540,1169,921,62.99,223.5,6.31,9720,55,14361.18
2024-02-05,instagram,cpc,Paid Social,717,607,428,53,64.78,2.93,2103,22,6558.82
2024-02-05,email,email,Email,1494,1319,941,56.11,248.22,1.91,2854,62,51306.81
2024-02-05,direct,none,Direct,415,343,249,52.54,103.83,5.54,2301,32,27815.62
2024-02-05,tiktok,cpc,Paid Social,2475,2115,1591,29.46,200.4,5.85,14483,30,8881.5
