message,severity,attributes,tags,timestamp
"2026-05-16T17:11:39.873184Z 0 [ERROR] [MY-012144] [InnoDB] posix_fallocate(): Failed to preallocate data for file ./railway/kpi_cache.ibd, desired size 16384 bytes. Operating system error number 28. Check that the disk is not full or a disk quota exceeded. Make sure the file system supports this function. Refer to your operating system documentation for operating system error code information.",error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:39.877129992Z
2026-05-16T17:11:39.873214Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:39.877134011Z
2026-05-16T17:11:39.873219Z 0 [Warning] [MY-012145] [InnoDB] Error while writing 16384 zeroes to ./railway/kpi_cache.ibd starting at offset 163840,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:39.877138735Z
2026-05-16T17:11:39.877697Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:39.878559165Z
2026-05-16T17:11:39.877713Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:39.878563948Z
2026-05-16T17:11:39.893911Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:39.902009918Z
2026-05-16T17:11:39.893927Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:39.902016127Z
2026-05-16T17:11:39.908696Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:39.909743926Z
2026-05-16T17:11:39.908713Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:39.909749586Z
"2026-05-16T17:11:39.923373Z 0 [ERROR] [MY-012144] [InnoDB] posix_fallocate(): Failed to preallocate data for file ./railway/kpi_cache.ibd, desired size 16384 bytes. Operating system error number 28. Check that the disk is not full or a disk quota exceeded. Make sure the file system supports this function. Refer to your operating system documentation for operating system error code information.",error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.276277445Z
2026-05-16T17:11:39.923405Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.276283183Z
2026-05-16T17:11:39.923412Z 0 [Warning] [MY-012145] [InnoDB] Error while writing 16384 zeroes to ./railway/kpi_cache.ibd starting at offset 163840,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.276288079Z
2026-05-16T17:11:39.923521Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.276294545Z
2026-05-16T17:11:39.923539Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.276301468Z
2026-05-16T17:11:39.943060Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.276308128Z
2026-05-16T17:11:39.943076Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.276314514Z
2026-05-16T17:11:39.961719Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.276321906Z
2026-05-16T17:11:39.961737Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.276326742Z
"2026-05-16T17:11:39.973556Z 0 [ERROR] [MY-012144] [InnoDB] posix_fallocate(): Failed to preallocate data for file ./railway/kpi_cache.ibd, desired size 16384 bytes. Operating system error number 28. Check that the disk is not full or a disk quota exceeded. Make sure the file system supports this function. Refer to your operating system documentation for operating system error code information.",error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.276332215Z
2026-05-16T17:11:39.973590Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.277318423Z
2026-05-16T17:11:39.973594Z 0 [Warning] [MY-012145] [InnoDB] Error while writing 16384 zeroes to ./railway/kpi_cache.ibd starting at offset 163840,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.277324861Z
2026-05-16T17:11:39.977305Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.277329078Z
2026-05-16T17:11:39.977320Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.277333778Z
2026-05-16T17:11:39.992693Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.277337395Z
2026-05-16T17:11:39.992709Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.277341201Z
2026-05-16T17:11:40.008530Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.277344785Z
2026-05-16T17:11:40.008547Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.277349291Z
"2026-05-16T17:11:40.026167Z 0 [ERROR] [MY-012144] [InnoDB] posix_fallocate(): Failed to preallocate data for file ./railway/kpi_cache.ibd, desired size 16384 bytes. Operating system error number 28. Check that the disk is not full or a disk quota exceeded. Make sure the file system supports this function. Refer to your operating system documentation for operating system error code information.",error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.277352724Z
2026-05-16T17:11:40.026205Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.277356599Z
2026-05-16T17:11:40.026211Z 0 [Warning] [MY-012145] [InnoDB] Error while writing 16384 zeroes to ./railway/kpi_cache.ibd starting at offset 163840,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.277360851Z
2026-05-16T17:11:40.026398Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.279161679Z
2026-05-16T17:11:40.026417Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.279172234Z
2026-05-16T17:11:40.041432Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.279176459Z
2026-05-16T17:11:40.041453Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.279181213Z
2026-05-16T17:11:40.056419Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.279185073Z
2026-05-16T17:11:40.056443Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.279189127Z
2026-05-16T17:11:40.071449Z 0 [Warning] [MY-012638] [InnoDB] Retry attempts for writing partial data failed.,error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.279193571Z
2026-05-16T17:11:40.071466Z 0 [ERROR] [MY-012888] [InnoDB] Cannot resize redo log file ./#innodb_redo/#ib_redo322_tmp to 3 MB (Failed to set size),error,"{""level"":""error""}","{""project"":""0ee5f251-6f6f-4df1-88b1-bb752a8a350b"",""environment"":""e0e44f1f-ec58-480e-94e9-09bad9cd99ba"",""service"":""df16bcd7-7927-4bbf-adf1-191ac3e92d21"",""deployment"":""9f2b543f-0b35-41bc-9cb5-d19bf9898c07"",""replica"":""1901484f-77af-4ab4-83ab-a08df9c439b6""}",2026-05-16T17:11:40.279198212Z
