date,campaign_name,campaign_id,ad_group,impressions,clicks,cost,ctr,avg_cpc,conversions,conversion_value,currency
2024-01-12,Search_Genel_Kategori,987654322,Rakip_Kelimeleri,7163,541,1643.7,0.0755,3.0383,50,54789.97,TRY
2024-01-12,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,28279,1744,6491.85,0.0617,3.7224,220,110272,TRY
2024-01-13,Search_Marka_2024,987654321,Remarketing_Listesi,15322,728,1265.02,0.0475,1.7377,50,41133.08,TRY
2024-01-13,Search_Genel_Kategori,987654322,Urun_Kategorisi,7077,377,878.9,0.0533,2.3313,47,50469.22,TRY
2024-01-13,Shopping_Urun_Feed,987654323,Remarketing_Listesi,42366,4418,14115.62,0.1043,3.195,569,514467.63,TRY
2024-01-13,Display_Remarketing,987654324,Rakip_Kelimeleri,23142,1414,5901.58,0.0611,4.1737,99,77995.21,TRY
2024-01-13,YouTube_TrueView,987654325,Remarketing_Listesi,22355,1453,4236.76,0.065,2.9159,112,90866.12,TRY
2024-01-14,Search_Marka_2024,987654321,Genel_Kategoriler,19409,2148,9779.44,0.1107,4.5528,270,160224.63,TRY
2024-01-14,Search_Genel_Kategori,987654322,Remarketing_Listesi,34127,3467,14284.13,0.1016,4.12,473,130157.04,TRY
2024-01-14,Shopping_Urun_Feed,987654323,Marka_Kelimeleri,8536,782,1586.49,0.0916,2.0288,58,45640.87,TRY
2024-01-15,Search_Marka_2024,987654321,Uzun_Kuyruk,37179,3464,8380.27,0.0932,2.4192,173,63134.82,TRY
2024-01-15,Search_Genel_Kategori,987654322,Genel_Kategoriler,47019,3415,10954.33,0.0726,3.2077,321,313167.68,TRY
2024-01-15,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,50832,5963,32316.01,0.1173,5.4194,248,290256.07,TRY
2024-01-15,Display_Remarketing,987654324,Uzun_Kuyruk,14370,1333,4493.99,0.0928,3.3713,179,205575.01,TRY
2024-01-15,YouTube_TrueView,987654325,Uzun_Kuyruk,53552,2899,5182.32,0.0541,1.7876,281,219413.15,TRY
2024-01-15,PMAX_Performans,987654326,Remarketing_Listesi,42808,4173,6424.91,0.0975,1.5396,288,280419.16,TRY
2024-01-16,Search_Marka_2024,987654321,Genel_Kategoriler,37212,4461,12041.35,0.1199,2.6992,392,318438.22,TRY
2024-01-16,Search_Genel_Kategori,987654322,Uzun_Kuyruk,32714,2192,5494.97,0.067,2.5068,232,141814.04,TRY
2024-01-16,Shopping_Urun_Feed,987654323,Marka_Kelimeleri,18820,1323,3630.05,0.0703,2.7438,136,149862.93,TRY
2024-01-16,Display_Remarketing,987654324,Uzun_Kuyruk,48991,4095,8417.29,0.0836,2.0555,529,262158.09,TRY
2024-01-16,YouTube_TrueView,987654325,Uzun_Kuyruk,15856,1255,6540.55,0.0791,5.2116,105,109330.58,TRY
2024-01-17,Search_Marka_2024,987654321,Marka_Kelimeleri,23407,1400,5615.92,0.0598,4.0114,167,57731.06,TRY
2024-01-17,Search_Genel_Kategori,987654322,Marka_Kelimeleri,56993,6315,23949,0.1108,3.7924,768,540538.37,TRY
2024-01-17,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,16390,1010,1644.85,0.0616,1.6286,114,113709.67,TRY
2024-01-18,Search_Marka_2024,987654321,Genel_Kategoriler,46301,3010,7786.91,0.065,2.587,138,73169.29,TRY
2024-01-18,Search_Genel_Kategori,987654322,Genel_Kategoriler,50850,2320,9293.26,0.0456,4.0057,211,139337.02,TRY
2024-01-18,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,56197,3912,14024.45,0.0696,3.585,420,76656.48,TRY
2024-01-18,Display_Remarketing,987654324,Genel_Kategoriler,38373,2458,7165.37,0.0641,2.9151,242,197391.01,TRY
2024-01-18,YouTube_TrueView,987654325,Marka_Kelimeleri,44073,3289,8256.08,0.0746,2.5102,213,168589.81,TRY
2024-01-18,PMAX_Performans,987654326,Rakip_Kelimeleri,41904,2544,13362.21,0.0607,5.2524,91,107750.98,TRY
2024-01-19,Search_Marka_2024,987654321,Rakip_Kelimeleri,59601,5155,13560.44,0.0865,2.6305,507,284597.13,TRY
2024-01-19,Search_Genel_Kategori,987654322,Marka_Kelimeleri,34863,3942,20154.06,0.1131,5.1126,236,276018.76,TRY
2024-01-19,Shopping_Urun_Feed,987654323,Remarketing_Listesi,13645,1189,6350.04,0.0871,5.3407,43,42822.56,TRY
2024-01-19,Display_Remarketing,987654324,Uzun_Kuyruk,6186,727,1736.97,0.1175,2.3892,76,65097.59,TRY
2024-01-19,YouTube_TrueView,987654325,Uzun_Kuyruk,27307,1639,7661.43,0.06,4.6745,182,97736.93,TRY
2024-01-20,Search_Marka_2024,987654321,Marka_Kelimeleri,55890,4262,22921.19,0.0763,5.378,437,509526.05,TRY
2024-01-20,Search_Genel_Kategori,987654322,Rakip_Kelimeleri,48929,3573,18473.94,0.073,5.1704,416,193946.21,TRY
2024-01-20,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,29663,2272,8596.38,0.0766,3.7836,75,61297.38,TRY
2024-01-20,Display_Remarketing,987654324,Urun_Kategorisi,39377,2978,5671.04,0.0756,1.9043,212,203151.73,TRY
2024-01-21,Search_Marka_2024,987654321,Marka_Kelimeleri,9553,907,1861.34,0.0949,2.0522,74,31071.34,TRY
2024-01-21,Search_Genel_Kategori,987654322,Remarketing_Listesi,55497,6496,30992.38,0.117,4.771,589,539172.1,TRY
2024-01-21,Shopping_Urun_Feed,987654323,Urun_Kategorisi,40722,3277,12327.65,0.0805,3.7619,291,136376.42,TRY
2024-01-22,Search_Marka_2024,987654321,Uzun_Kuyruk,46641,5214,25239.23,0.1118,4.8407,268,241259.93,TRY
2024-01-22,Search_Genel_Kategori,987654322,Genel_Kategoriler,14771,596,1349.89,0.0403,2.2649,43,29648.33,TRY
2024-01-22,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,38066,1759,8694.6,0.0462,4.9429,76,83846.7,TRY
2024-01-23,Search_Marka_2024,987654321,Urun_Kategorisi,16482,1322,4817.29,0.0802,3.6439,145,155383.58,TRY
2024-01-23,Search_Genel_Kategori,987654322,Uzun_Kuyruk,35420,3939,9817.11,0.1112,2.4923,436,350347.83,TRY
2024-01-23,Shopping_Urun_Feed,987654323,Genel_Kategoriler,44661,2894,12657.18,0.0648,4.3736,249,86787.16,TRY
2024-01-23,Display_Remarketing,987654324,Urun_Kategorisi,50324,4526,20419.21,0.0899,4.5115,186,62718.19,TRY
2024-01-23,YouTube_TrueView,987654325,Uzun_Kuyruk,8896,701,3503.21,0.0788,4.9974,28,30844.56,TRY
2024-01-24,Search_Marka_2024,987654321,Urun_Kategorisi,23161,2415,6106.26,0.1043,2.5285,205,54397.44,TRY
2024-01-24,Search_Genel_Kategori,987654322,Urun_Kategorisi,38670,3211,15198.57,0.083,4.7333,445,376560.52,TRY
2024-01-24,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,14852,771,4126.97,0.0519,5.3527,78,17562.92,TRY
2024-01-24,Display_Remarketing,987654324,Genel_Kategoriler,52825,2829,15450.48,0.0536,5.4615,101,82156.24,TRY
2024-01-24,YouTube_TrueView,987654325,Urun_Kategorisi,23811,1465,3912.78,0.0615,2.6708,59,59798.14,TRY
2024-01-24,PMAX_Performans,987654326,Genel_Kategoriler,41034,3254,6083.3,0.0793,1.8695,313,62752.35,TRY
2024-01-25,Search_Marka_2024,987654321,Remarketing_Listesi,39819,4553,9800.02,0.1143,2.1524,371,173289.12,TRY
2024-01-25,Search_Genel_Kategori,987654322,Uzun_Kuyruk,28266,2627,4862.73,0.0929,1.8511,130,147336.3,TRY
2024-01-25,Shopping_Urun_Feed,987654323,Remarketing_Listesi,16539,792,3581.84,0.0479,4.5225,84,49613.57,TRY
2024-01-25,Display_Remarketing,987654324,Uzun_Kuyruk,17061,1328,3030.49,0.0778,2.282,157,76208.86,TRY
2024-01-25,YouTube_TrueView,987654325,Uzun_Kuyruk,16402,800,1423.57,0.0488,1.7795,53,41442.52,TRY
2024-01-26,Search_Marka_2024,987654321,Uzun_Kuyruk,51051,4524,7901.05,0.0886,1.7465,158,186345.24,TRY
2024-01-26,Search_Genel_Kategori,987654322,Marka_Kelimeleri,48576,3312,10659.23,0.0682,3.2184,131,31720.84,TRY
2024-01-26,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,12033,901,4758.78,0.0749,5.2817,56,61812.71,TRY
2024-01-27,Search_Marka_2024,987654321,Urun_Kategorisi,49320,2610,10802.69,0.0529,4.139,317,368467.95,TRY
2024-01-27,Search_Genel_Kategori,987654322,Remarketing_Listesi,52134,3114,15378.59,0.0597,4.9385,97,63312.38,TRY
2024-01-27,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,55562,6399,32232.89,0.1152,5.0372,201,84838.8,TRY
2024-01-27,Display_Remarketing,987654324,Marka_Kelimeleri,19917,1030,4529.5,0.0517,4.3976,62,25121.71,TRY
2024-01-27,YouTube_TrueView,987654325,Genel_Kategoriler,31533,3573,17859.08,0.1133,4.9983,484,419628.72,TRY
2024-01-28,Search_Marka_2024,987654321,Genel_Kategoriler,49593,2842,7656.62,0.0573,2.6941,365,402927.08,TRY
2024-01-28,Search_Genel_Kategori,987654322,Rakip_Kelimeleri,40120,2666,14553.38,0.0664,5.4589,254,172799.26,TRY
2024-01-28,Shopping_Urun_Feed,987654323,Remarketing_Listesi,46627,3764,9156.87,0.0807,2.4327,350,200330.38,TRY
2024-01-28,Display_Remarketing,987654324,Urun_Kategorisi,37014,3440,12877.8,0.0929,3.7435,183,175074.35,TRY
2024-01-29,Search_Marka_2024,987654321,Marka_Kelimeleri,18595,1654,6070.29,0.0889,3.6701,201,114290.63,TRY
2024-01-29,Search_Genel_Kategori,987654322,Uzun_Kuyruk,33186,2004,7724.03,0.0604,3.8543,188,52986.68,TRY
2024-01-29,Shopping_Urun_Feed,987654323,Marka_Kelimeleri,31938,3734,16657.69,0.1169,4.4611,445,183329.51,TRY
2024-01-29,Display_Remarketing,987654324,Rakip_Kelimeleri,53223,6376,21722.98,0.1198,3.407,415,280959.64,TRY
2024-01-29,YouTube_TrueView,987654325,Genel_Kategoriler,54183,2728,8119.63,0.0503,2.9764,167,47175.45,TRY
2024-01-29,PMAX_Performans,987654326,Genel_Kategoriler,44211,4164,11560.86,0.0942,2.7764,256,228621.05,TRY
2024-01-30,Search_Marka_2024,987654321,Genel_Kategoriler,35316,3175,10824.89,0.0899,3.4094,283,244049.12,TRY
2024-01-30,Search_Genel_Kategori,987654322,Marka_Kelimeleri,49940,2011,3324.12,0.0403,1.653,127,35769.52,TRY
2024-01-30,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,54939,5338,12970.22,0.0972,2.4298,420,354908.76,TRY
2024-01-31,Search_Marka_2024,987654321,Marka_Kelimeleri,46402,4764,17995.58,0.1027,3.7774,451,387657.5,TRY
2024-01-31,Search_Genel_Kategori,987654322,Genel_Kategoriler,16935,1649,5726.98,0.0974,3.473,49,9387.62,TRY
2024-01-31,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,40945,1831,6551.59,0.0447,3.5781,224,51863.24,TRY
2024-01-31,Display_Remarketing,987654324,Urun_Kategorisi,38823,2544,13051.49,0.0655,5.1303,329,172949.75,TRY
2024-02-01,Search_Marka_2024,987654321,Uzun_Kuyruk,6692,526,912.06,0.0786,1.734,66,19493.34,TRY
2024-02-01,Search_Genel_Kategori,987654322,Uzun_Kuyruk,42248,2805,15267.96,0.0664,5.4431,383,345193.52,TRY
2024-02-01,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,25084,2986,4537.1,0.119,1.5195,216,50500.6,TRY
2024-02-01,Display_Remarketing,987654324,Rakip_Kelimeleri,41888,3345,10966.52,0.0799,3.2785,339,364445.66,TRY
2024-02-01,YouTube_TrueView,987654325,Marka_Kelimeleri,58835,4779,17171.3,0.0812,3.5931,453,129724.61,TRY
2024-02-02,Search_Marka_2024,987654321,Marka_Kelimeleri,13936,1190,5060.4,0.0854,4.2524,61,64991.9,TRY
2024-02-02,Search_Genel_Kategori,987654322,Rakip_Kelimeleri,31395,3561,18272.12,0.1134,5.1312,377,273728.97,TRY
2024-02-02,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,27692,1297,3494.84,0.0468,2.6946,125,123060.13,TRY
2024-02-02,Display_Remarketing,987654324,Genel_Kategoriler,41823,4088,19620.1,0.0977,4.7994,420,342903.29,TRY
2024-02-03,Search_Marka_2024,987654321,Urun_Kategorisi,23318,2195,6664.24,0.0941,3.0361,152,62990.09,TRY
2024-02-03,Search_Genel_Kategori,987654322,Urun_Kategorisi,59001,3544,13718.21,0.0601,3.8708,256,130266.38,TRY
2024-02-03,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,10529,644,2149.96,0.0612,3.3384,31,9365.01,TRY
2024-02-03,Display_Remarketing,987654324,Uzun_Kuyruk,58102,3616,16383.39,0.0622,4.5308,313,280672.44,TRY
2024-02-04,Search_Marka_2024,987654321,Rakip_Kelimeleri,45039,2135,5918.02,0.0474,2.7719,198,101739.57,TRY
2024-02-04,Search_Genel_Kategori,987654322,Marka_Kelimeleri,16937,948,2458.22,0.056,2.5931,57,59505.98,TRY
2024-02-04,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,60625,6745,22831.11,0.1113,3.3849,492,147674.66,TRY
2024-02-04,Display_Remarketing,987654324,Remarketing_Listesi,11370,975,1638.06,0.0857,1.6801,93,32285,TRY
2024-02-04,YouTube_TrueView,987654325,Uzun_Kuyruk,55180,3344,16605.23,0.0606,4.9657,213,254463.6,TRY
2024-02-04,PMAX_Performans,987654326,Genel_Kategoriler,31903,3013,11339.12,0.0944,3.7634,346,380089.94,TRY
2024-02-05,Search_Marka_2024,987654321,Marka_Kelimeleri,61396,5817,20116.11,0.0947,3.4582,281,125427.06,TRY
2024-02-05,Search_Genel_Kategori,987654322,Urun_Kategorisi,17316,1107,5425.06,0.0639,4.9007,95,100750.48,TRY
2024-02-05,Shopping_Urun_Feed,987654323,Remarketing_Listesi,41148,2028,8317.13,0.0493,4.1011,118,57794.16,TRY
2024-02-05,Display_Remarketing,987654324,Rakip_Kelimeleri,46912,2775,14493.76,0.0592,5.223,113,112043.82,TRY
2024-02-05,YouTube_TrueView,987654325,Rakip_Kelimeleri,21793,1945,9433.82,0.0892,4.8503,171,80621.89,TRY
2024-02-05,PMAX_Performans,987654326,Genel_Kategoriler,16678,1880,2967.74,0.1127,1.5786,122,126717.5,TRY
2024-02-06,Search_Marka_2024,987654321,Urun_Kategorisi,13992,1493,2708.96,0.1067,1.8144,107,93106.32,TRY
2024-02-06,Search_Genel_Kategori,987654322,Remarketing_Listesi,29926,2257,5816.23,0.0754,2.577,181,155617.29,TRY
2024-02-06,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,63192,2945,5427.57,0.0466,1.843,205,154489.8,TRY
2024-02-06,Display_Remarketing,987654324,Urun_Kategorisi,36629,1862,5789.05,0.0508,3.109,125,142532.38,TRY
2024-02-07,Search_Marka_2024,987654321,Uzun_Kuyruk,9126,946,3045.15,0.1037,3.219,89,47633.7,TRY
2024-02-07,Search_Genel_Kategori,987654322,Marka_Kelimeleri,50748,3333,5647.15,0.0657,1.6943,441,157027.62,TRY
2024-02-07,Shopping_Urun_Feed,987654323,Marka_Kelimeleri,35603,1617,5568.81,0.0454,3.4439,76,66269.85,TRY
2024-02-07,Display_Remarketing,987654324,Urun_Kategorisi,14442,705,1981.53,0.0488,2.8107,68,38156.27,TRY
2024-02-07,YouTube_TrueView,987654325,Uzun_Kuyruk,51252,3022,6774.6,0.059,2.2418,107,26705.44,TRY
2024-02-07,PMAX_Performans,987654326,Urun_Kategorisi,31496,2818,13026.52,0.0895,4.6226,110,20406.65,TRY
2024-02-08,Search_Marka_2024,987654321,Rakip_Kelimeleri,36896,2836,14222.56,0.0769,5.015,282,51638.37,TRY
2024-02-08,Search_Genel_Kategori,987654322,Remarketing_Listesi,35560,2072,6137.65,0.0583,2.9622,113,98992.82,TRY
2024-02-08,Shopping_Urun_Feed,987654323,Genel_Kategoriler,37216,1709,4784.34,0.0459,2.7995,236,248622.49,TRY
2024-02-09,Search_Marka_2024,987654321,Rakip_Kelimeleri,16615,1652,3757.74,0.0994,2.2747,126,48018.01,TRY
2024-02-09,Search_Genel_Kategori,987654322,Uzun_Kuyruk,51460,5216,22322.32,0.1014,4.2796,231,150190.98,TRY
2024-02-09,Shopping_Urun_Feed,987654323,Urun_Kategorisi,30046,3116,14620.82,0.1037,4.6922,296,97308.66,TRY
2024-02-09,Display_Remarketing,987654324,Marka_Kelimeleri,12607,1246,5746.11,0.0988,4.6116,106,102618.98,TRY
2024-02-10,Search_Marka_2024,987654321,Genel_Kategoriler,6611,644,1946.85,0.0974,3.0231,86,21082.12,TRY
2024-02-10,Search_Genel_Kategori,987654322,Remarketing_Listesi,18716,1933,5794.45,0.1033,2.9976,216,133039.69,TRY
2024-02-10,Shopping_Urun_Feed,987654323,Urun_Kategorisi,29396,2097,10017.47,0.0713,4.777,244,146134.79,TRY
2024-02-10,Display_Remarketing,987654324,Rakip_Kelimeleri,16090,685,1093.68,0.0426,1.5966,78,51569.87,TRY
2024-02-10,YouTube_TrueView,987654325,Marka_Kelimeleri,48349,4146,8015.53,0.0858,1.9333,466,330563.29,TRY
2024-02-10,PMAX_Performans,987654326,Remarketing_Listesi,15580,1713,3674.29,0.1099,2.1449,233,68557.32,TRY
2024-02-11,Search_Marka_2024,987654321,Urun_Kategorisi,54576,5270,9541.6,0.0966,1.8106,555,194472.31,TRY
2024-02-11,Search_Genel_Kategori,987654322,Remarketing_Listesi,40450,4344,17746.04,0.1074,4.0852,202,194961.26,TRY
2024-02-11,Shopping_Urun_Feed,987654323,Urun_Kategorisi,51764,5475,28957.1,0.1058,5.289,362,198603.65,TRY
2024-02-11,Display_Remarketing,987654324,Uzun_Kuyruk,21562,966,2104.28,0.0448,2.1783,63,36447.71,TRY
2024-02-12,Search_Marka_2024,987654321,Marka_Kelimeleri,11306,778,1222.87,0.0688,1.5718,91,93699.14,TRY
2024-02-12,Search_Genel_Kategori,987654322,Rakip_Kelimeleri,38653,3464,12674.43,0.0896,3.6589,132,116656.23,TRY
2024-02-12,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,10190,1072,4792.13,0.1052,4.4703,65,44030.81,TRY
2024-02-12,Display_Remarketing,987654324,Marka_Kelimeleri,13602,864,3852.86,0.0635,4.4593,31,25952.61,TRY
2024-02-12,YouTube_TrueView,987654325,Remarketing_Listesi,51531,3818,13975.28,0.0741,3.6604,180,196627.25,TRY
2024-02-13,Search_Marka_2024,987654321,Remarketing_Listesi,27199,1271,6882.03,0.0467,5.4147,133,157506.93,TRY
2024-02-13,Search_Genel_Kategori,987654322,Remarketing_Listesi,10640,629,3341.51,0.0591,5.3124,70,50891.93,TRY
2024-02-13,Shopping_Urun_Feed,987654323,Marka_Kelimeleri,39273,2401,10891.57,0.0611,4.5363,317,181400.63,TRY
2024-02-14,Search_Marka_2024,987654321,Genel_Kategoriler,29547,1892,5777.15,0.064,3.0535,178,135745.22,TRY
2024-02-14,Search_Genel_Kategori,987654322,Urun_Kategorisi,58584,4836,15061.57,0.0825,3.1145,292,264020.33,TRY
2024-02-14,Shopping_Urun_Feed,987654323,Urun_Kategorisi,31766,3368,7969.16,0.106,2.3661,366,77056.16,TRY
2024-02-14,Display_Remarketing,987654324,Marka_Kelimeleri,40750,1815,5923.67,0.0445,3.2637,195,139025.31,TRY
2024-02-15,Search_Marka_2024,987654321,Rakip_Kelimeleri,10473,834,2370.17,0.0796,2.8419,33,38435.66,TRY
2024-02-15,Search_Genel_Kategori,987654322,Genel_Kategoriler,46511,2301,6524.9,0.0495,2.8357,138,103499.7,TRY
2024-02-15,Shopping_Urun_Feed,987654323,Rakip_Kelimeleri,21959,1222,5227.51,0.0556,4.2778,146,140713.29,TRY
2024-02-15,Display_Remarketing,987654324,Genel_Kategoriler,16886,751,1482.23,0.0445,1.9737,95,70492.75,TRY
2024-02-16,Search_Marka_2024,987654321,Remarketing_Listesi,20338,2187,11670.47,0.1075,5.3363,140,91005.36,TRY
2024-02-16,Search_Genel_Kategori,987654322,Genel_Kategoriler,29056,2928,10390.63,0.1008,3.5487,401,76358.81,TRY
2024-02-16,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,61238,3571,6416.44,0.0583,1.7968,424,406702.74,TRY
2024-02-16,Display_Remarketing,987654324,Genel_Kategoriler,59364,5563,16704.07,0.0937,3.0027,174,136803.82,TRY
2024-02-16,YouTube_TrueView,987654325,Urun_Kategorisi,11963,965,1754.25,0.0807,1.8179,79,18323.51,TRY
2024-02-17,Search_Marka_2024,987654321,Genel_Kategoriler,56941,2484,4096.77,0.0436,1.6493,178,49018.77,TRY
2024-02-17,Search_Genel_Kategori,987654322,Marka_Kelimeleri,31016,2254,11386.23,0.0727,5.0516,217,209836.49,TRY
2024-02-17,Shopping_Urun_Feed,987654323,Uzun_Kuyruk,49408,5495,11823.36,0.1112,2.1517,385,85858.33,TRY
2024-02-17,Display_Remarketing,987654324,Rakip_Kelimeleri,40675,2773,14984.41,0.0682,5.4037,375,361939.94,TRY
2024-02-17,YouTube_TrueView,987654325,Rakip_Kelimeleri,52399,4033,14256.83,0.077,3.535,496,562792.27,TRY
